Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Nov,2015,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,"Hydraulic Mining in California, Debris Fund",96-5066,No Year,No Year,"96-5066 /X - Hydraulic Mining in California, Debris Fund",$0.2M,$0.3M,81.8%
Nov,2015,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Washington Aqueduct,96-3128,No Year,No Year,96-3128 /X - Washington Aqueduct,$0.0M,$0.0M,100.0%
Nov,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Fund,12-4336,No Year,No Year,12-4336 /X - Commodity Credit Corporation Fund,"$39,878.8M","$43,958.0M",90.7%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2015,2015,12-3505 /15 - Supplemental Nutrition Assistance Program,"$9,294.2M","$22,674.0M",41.0%
Nov,2015,Department of Agriculture,Risk Management Agency,Federal Crop Insurance Corporation Fund,12-4085,No Year,No Year,12-4085 /X - Federal Crop Insurance Corporation Fund,"$11,594.2M","$12,929.5M",89.7%
Nov,2015,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2015-FY2016,2016,12-3539 15/16 - State Child Nutrition Programs,"$6,925.1M","$12,402.2M",55.8%
Nov,2015,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Direct Loan Financi,12-4208,No Year,No Year,12-4208 /X - Rural Electrification and Telecommunications Direct Loan Financi,"$5,516.2M","$5,805.6M",95.0%
Nov,2015,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,No Year,No Year,12-1004 /X - Farm Security and Rural Investment Programs,"$4,249.5M","$4,676.6M",90.9%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Guaranteed Loan Financing Account,12-4216,No Year,No Year,12-4216 /X - Rural Housing Insurance Fund Guaranteed Loan Financing Account,"$3,695.1M","$3,824.7M",96.6%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2014-FY2015,2015,12-3505 14/15 - Supplemental Nutrition Assistance Program,"$3,008.9M","$3,009.0M",100.0%
Nov,2015,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,"$2,225.5M","$2,251.4M",98.8%
Nov,2015,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2015-FY2016,2016,"12-3510 15/16 - Special Supplemental Nutrition Program for Women, Infants, and C",$5.8M,"$2,161.3M",0.3%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Direct Loan Financing Account,12-4215,No Year,No Year,12-4215 /X - Rural Housing Insurance Fund Direct Loan Financing Account,"$1,593.5M","$1,825.1M",87.3%
Nov,2015,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Direct Loan Financing Account,12-4212,No Year,No Year,12-4212 /X - Agricultural Credit Insurance Fund Direct Loan Financing Account,$790.2M,"$1,077.4M",73.3%
Nov,2015,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Direct Loans Financing Account,12-4226,No Year,No Year,12-4226 /X - Rural Water and Waste Disposal Direct Loans Financing Account,$806.6M,$902.9M,89.3%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,$768.8M,$849.3M,90.5%
Nov,2015,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$776.0M,$795.3M,97.6%
Nov,2015,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,No Year,No Year,12-1115 /X - Wildland Fire Management,$462.3M,$739.8M,62.5%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Guaranteed Loans Financing Account,12-4227,No Year,No Year,12-4227 /X - Rural Business and Industry Guaranteed Loans Financing Account,$660.6M,$666.0M,99.2%
Nov,2015,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,No Year,No Year,12-1600 /X - Salaries and Expenses,$499.0M,$539.1M,92.6%
Nov,2015,Department of Agriculture,Forest Service,National Forest System,12-1106,No Year,No Year,12-1106 /X - National Forest System,$284.9M,$521.4M,54.6%
Nov,2015,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2014-FY2015,2015,12-3539 14/15 - State Child Nutrition Programs,$390.9M,$515.1M,75.9%
Nov,2015,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$295.2M,$490.6M,60.2%
Nov,2015,Department of Agriculture,Executive Operations,Working Capital Fund,12-4609,No Year,No Year,12-4609 /X - Working Capital Fund,$377.6M,$482.3M,78.3%
Nov,2015,Department of Agriculture,Forest Service,Working Capital Fund,12-4605,No Year,No Year,12-4605 /X - Working Capital Fund,$448.1M,$477.1M,93.9%
Nov,2015,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2015,2015,12-1400 /15 - Salaries and Expenses,$300.4M,$446.3M,67.3%
Nov,2015,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$405.3M,$422.9M,95.8%
Nov,2015,Department of Agriculture,Forest Service,Cooperative Work Trust Fund,12-8028,No Year,No Year,12-8028 /X - Cooperative Work Trust Fund,$400.4M,$408.4M,98.0%
Nov,2015,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2015,2015,12-0137 /15 - Rental Assistance Program,$129.2M,$396.4M,32.6%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$357.5M,$357.5M,100.0%
Nov,2015,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$307.1M,$337.7M,90.9%
Nov,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$323.0M,$330.2M,97.8%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$325.5M,$325.5M,100.0%
Nov,2015,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$280.8M,$308.7M,90.9%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,No Year,No Year,12-1500 /X - Research and Education Activities,$269.4M,$278.2M,96.8%
Nov,2015,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2015,2015,12-0600 /15 - Salaries and Expenses,$158.4M,$264.3M,59.9%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,No Year,No Year,12-2278 /X - Food for Peace Title II Grants,$211.4M,$251.1M,84.2%
Nov,2015,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$126.0M,$245.6M,51.3%
Nov,2015,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2014-FY2015,2015,"12-3510 14/15 - Special Supplemental Nutrition Program for Women, Infants, and C",$239.2M,$239.2M,100.0%
Nov,2015,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$236.1M,$239.2M,98.7%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2015-FY2016,2016,12-3505 15/16 - Supplemental Nutrition Assistance Program,$78.8M,$233.2M,33.8%
Nov,2015,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$224.7M,$229.7M,97.8%
Nov,2015,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,No Year,No Year,12-1105 /X - State and Private Forestry,$194.9M,$211.9M,92.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$211.1M,$211.1M,100.0%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,72-12-2278,No Year,No Year,72-12-2278 /X - Food for Peace Title II Grants,$154.8M,$200.0M,77.4%
Nov,2015,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Program Account,12-1980,No Year,No Year,12-1980 /X - Rural Water and Waste Disposal Program Account,$187.0M,$197.4M,94.7%
Nov,2015,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2015,2015,12-3700 /15 - Salaries and Expenses,$36.8M,$192.6M,19.1%
Nov,2015,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2015,2015,12-1600 /15 - Salaries and Expenses,$95.0M,$187.6M,50.7%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2015,2015,12-2900 /15 - Salaries and Expenses,$149.5M,$175.3M,85.3%
Nov,2015,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,No Year,No Year,12-1103 /X - Capital Improvement and Maintenance,$127.3M,$169.3M,75.2%
Nov,2015,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,No Year,No Year,12-0600 /X - Salaries and Expenses,$56.5M,$167.7M,33.7%
Nov,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$160.1M,$165.1M,96.9%
Nov,2015,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2015-FY2016,2016,12-1000 15/16 - Conservation Operations,$48.9M,$162.6M,30.1%
Nov,2015,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$147.9M,$157.0M,94.2%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2015,2015,12-1500 /15 - Research and Education Activities,$149.3M,$152.3M,98.0%
Nov,2015,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$106.8M,$132.4M,80.6%
Nov,2015,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2015,2015,12-0403 /15 - Salaries and Expenses,$38.2M,$129.9M,29.4%
Nov,2015,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$127.1M,$127.3M,99.8%
Nov,2015,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,No Year,No Year,"12-3510 /X - Special Supplemental Nutrition Program for Women, Infants, and C",$126.5M,$126.5M,100.0%
Nov,2015,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,No Year,No Year,12-1104 /X - Forest and Rangeland Research,$82.2M,$125.8M,65.4%
Nov,2015,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$113.5M,$119.8M,94.8%
Nov,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$105.9M,$117.0M,90.6%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$113.7M,$116.0M,98.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$111.8M,$111.8M,100.0%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$111.6M,$111.6M,100.0%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2015,2015,12-0502 /15 - Extension Activities,$89.9M,$92.9M,96.8%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$88.0M,$91.5M,96.1%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$90.6M,$91.3M,99.3%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2015,2015,12-2081 /15 - Rural Housing Insurance Fund Program Account,$3.4M,$88.4M,3.9%
Nov,2015,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$74.0M,$84.2M,87.9%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$76.9M,$82.3M,93.4%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$65.3M,$81.7M,79.9%
Nov,2015,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$79.2M,$81.5M,97.1%
Nov,2015,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2015,2015,12-1140 /15 - Agricultural Credit Insurance Fund Program Account,$17.3M,$77.1M,22.4%
Nov,2015,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2015,2015,12-2501 /15 - Payments to States and Possessions,$72.7M,$72.7M,99.9%
Nov,2015,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$64.7M,$66.5M,97.2%
Nov,2015,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2014-FY2015,2015,12-1000 14/15 - Conservation Operations,$60.9M,$64.0M,95.1%
Nov,2015,Department of Agriculture,Buildings and Facilities,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$22.0M,$63.8M,34.5%
Nov,2015,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$59.4M,$62.0M,95.7%
Nov,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2015,2015,12-2500 /15 - Marketing Services,$42.8M,$61.5M,69.6%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$59.2M,$59.2M,100.0%
Nov,2015,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$53.6M,$57.6M,93.1%
Nov,2015,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$55.4M,$57.6M,96.1%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2015-FY2016,2016,12-3507 15/16 - Commodity Assistance Program,$14.3M,$56.9M,25.1%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$51.7M,$51.7M,100.0%
Nov,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$48.2M,$50.8M,94.9%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,No Year,No Year,12-0502 /X - Extension Activities,$32.7M,$49.2M,66.4%
Nov,2015,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$46.8M,$46.8M,100.0%
Nov,2015,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$43.9M,$44.2M,99.1%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$44.1M,$44.1M,100.0%
Nov,2015,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$43.9M,$43.9M,100.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$37.4M,$39.4M,95.1%
Nov,2015,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$35.1M,$35.9M,97.6%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2014-FY2015,2015,12-0502 14/15 - Extension Activities,$35.0M,$35.1M,99.5%
Nov,2015,Department of Agriculture,Forest Service,"Roads and Trails for States, National Forests Fund",12-5203,No Year,No Year,"12-5203 /X - Roads and Trails for States, National Forests Fund",$34.7M,$34.7M,100.0%
Nov,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$33.1M,$34.7M,95.2%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2014-FY2015,2015,12-3507 14/15 - Commodity Assistance Program,$33.9M,$34.2M,99.3%
Nov,2015,Department of Agriculture,Forest Service,Timber Sales Pipeline Restoration Fund,12-5264,No Year,No Year,12-5264 /X - Timber Sales Pipeline Restoration Fund,$30.8M,$31.2M,99.0%
Nov,2015,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2015,2015,12-1801 /15 - National Agricultural Statistics Service,$13.7M,$31.0M,44.1%
Nov,2015,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2015,2015,12-0115 /15 - Office of the Secretary,$20.9M,$31.0M,67.4%
Nov,2015,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$30.0M,$30.0M,100.0%
Nov,2015,Department of Agriculture,Forest Service,"Timber Roads, Purchaser Elections",12-5202,No Year,No Year,"12-5202 /X - Timber Roads, Purchaser Elections",$28.6M,$28.6M,100.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Microenterprise Investment Direct Loan Financing Account,12-4354,No Year,No Year,12-4354 /X - Rural Microenterprise Investment Direct Loan Financing Account,$28.4M,$28.5M,99.6%
Nov,2015,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2015,2015,12-3508 /15 - Nutrition Programs Administration,$5.2M,$27.9M,18.5%
Nov,2015,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,$27.8M,$27.8M,100.0%
Nov,2015,Department of Agriculture,Forest Service,Stewardship Contracting Product Sales,12-5540,No Year,No Year,12-5540 /X - Stewardship Contracting Product Sales,$25.8M,$26.0M,99.3%
Nov,2015,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,No Year,No Year,"12-1502 /X - Integrated Research, Education, and Extension Competitive Grants",$25.4M,$25.4M,100.0%
Nov,2015,Department of Agriculture,Animal and Plant Health Inspection Service,Miscellaneous Contributed Funds,12-8226,No Year,No Year,12-8226 /X - Miscellaneous Contributed Funds,$22.2M,$23.9M,92.7%
Nov,2015,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,No Year,No Year,12-1002 /X - Watershed Rehabilitation Program,$12.0M,$23.2M,51.6%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$22.2M,$23.0M,96.7%
Nov,2015,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$22.7M,$22.7M,100.0%
Nov,2015,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2014-FY2015,2015,12-0600 14/15 - Salaries and Expenses,$22.0M,$22.0M,100.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$21.8M,$21.8M,100.0%
Nov,2015,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$21.8M,$21.8M,100.0%
Nov,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$19.0M,$21.7M,87.4%
Nov,2015,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,No Year,No Year,12-1400 /X - Salaries and Expenses,$20.6M,$20.9M,98.6%
Nov,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$20.8M,$20.8M,100.0%
Nov,2015,Department of Agriculture,Forest Service,Administration of Rights-of-way and Other Land Uses,12-5361,No Year,No Year,12-5361 /X - Administration of Rights-of-way and Other Land Uses,$19.7M,$20.3M,96.8%
Nov,2015,Department of Agriculture,Agricultural Marketing Service,Perishable Agricultural Commodities Act Fund,12-5070,No Year,No Year,12-5070 /X - Perishable Agricultural Commodities Act Fund,$18.5M,$20.1M,92.3%
Nov,2015,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$19.3M,$20.0M,96.5%
Nov,2015,Department of Agriculture,Forest Service,Operations and Maintenance of Quarters,12-5219,No Year,No Year,12-5219 /X - Operations and Maintenance of Quarters,$19.3M,$19.9M,97.1%
Nov,2015,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$19.2M,$19.7M,97.2%
