Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Feb,2025,400 Years of African-American History Commission,Securities and Exchange Commission,Salaries and Expenses,50-0100,No Year,No Year,50-0100 /X - Salaries and Expenses,$394.0M,"$1,158.4M",34.0%
Feb,2025,400 Years of African-American History Commission,FSLIC Resolution,FSLIC Resolution Fund,51-4065,No Year,No Year,51-4065 /X - FSLIC Resolution Fund,"$1,001.7M","$1,001.7M",100.0%
Feb,2025,400 Years of African-American History Commission,National Credit Union Administration,Central Liquidity Facility,25-4470,No Year,No Year,25-4470 /X - Central Liquidity Facility,$979.9M,$982.2M,99.8%
Feb,2025,400 Years of African-American History Commission,Federal Communications Commission,TV Broadcaster Relocation Fund,27-5610,No Year,No Year,27-5610 /X - TV Broadcaster Relocation Fund,$880.7M,$880.7M,100.0%
Feb,2025,400 Years of African-American History Commission,Railroad Retirement Board,Federal Payments to the Railroad Retirement Accounts,60-0113,No Year,No Year,60-0113 /X - Federal Payments to the Railroad Retirement Accounts,$446.9M,$872.2M,51.2%
Feb,2025,400 Years of African-American History Commission,Patient-Centered Outcomes Research Trust Fund,Patient-Centered Outcomes Research Trust Fund,95-8299,FY2010-FY2029,2029,95-8299 10/29 - Patient-Centered Outcomes Research Trust Fund,$459.4M,$823.8M,55.8%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,Export-Import Bank Guaranteed Loan Financing Account,83-4162,No Year,No Year,83-4162 /X - Export-Import Bank Guaranteed Loan Financing Account,$752.2M,$822.5M,91.5%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,National Service Trust,95-8267,No Year,No Year,95-8267 /X - National Service Trust,$775.8M,$782.0M,99.2%
Feb,2025,400 Years of African-American History Commission,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection Fund,95-5577,No Year,No Year,95-5577 /X - Bureau of Consumer Financial Protection Fund,$397.2M,$760.7M,52.2%
Feb,2025,400 Years of African-American History Commission,Securities and Exchange Commission,Investor Protection Fund,50-5567,No Year,No Year,50-5567 /X - Investor Protection Fund,$721.4M,$753.7M,95.7%
Feb,2025,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,46-0200,No Year,No Year,46-0200 /X - Appalachian Regional Commission,$636.9M,$715.2M,89.1%
Feb,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment to the District of Columbia Pension Fund,20-1714,No Year,No Year,20-1714 /X - Federal Payment to the District of Columbia Pension Fund,$663.0M,$663.0M,100.0%
Feb,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission Customer Protection Fund,95-4334,No Year,No Year,95-4334 /X - Commodity Futures Trading Commission Customer Protection Fund,$558.4M,$566.1M,98.6%
Feb,2025,400 Years of African-American History Commission,Corporation for Public Broadcasting,Corporation for Public Broadcasting,20-0151,FY2025,2025,20-0151 /25 - Corporation for Public Broadcasting,$27.1M,$562.1M,4.8%
Feb,2025,400 Years of African-American History Commission,Federal Housing Finance Agency,"Federal Housing Finance Agency, Administrative Expenses",95-5532,No Year,No Year,"95-5532 /X - Federal Housing Finance Agency, Administrative Expenses",$358.5M,$540.5M,66.3%
Feb,2025,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,No Year,No Year,95-4331 /X - Presidio Trust,$428.6M,$518.5M,82.7%
Feb,2025,400 Years of African-American History Commission,Nuclear Regulatory Commission,Salaries and Expenses,31-0200,No Year,No Year,31-0200 /X - Salaries and Expenses,$168.7M,$516.9M,32.6%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2025-FY2026,2026,33-0100 25/26 - Salaries and Expenses,$167.3M,$462.8M,36.2%
Feb,2025,400 Years of African-American History Commission,National Credit Union Administration,Operating Fund,25-4056,No Year,No Year,25-4056 /X - Operating Fund,$281.4M,$460.2M,61.2%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2025,2025,95-2728 /25 - Operating Expenses,$401.0M,$455.9M,88.0%
Feb,2025,400 Years of African-American History Commission,Federal Communications Commission,Affordable Connectivity Fund,27-1911,No Year,No Year,27-1911 /X - Affordable Connectivity Fund,$453.0M,$454.4M,99.7%
Feb,2025,400 Years of African-American History Commission,Federal Communications Commission,Salaries and Expenses,27-0100,No Year,No Year,27-0100 /X - Salaries and Expenses,$230.1M,$414.7M,55.5%
Feb,2025,400 Years of African-American History Commission,Nuclear Regulatory Commission,Nuclear Facilities Fees Fund,31-5280,No Year,No Year,31-5280 /X - Nuclear Facilities Fees Fund,$402.8M,$402.8M,100.0%
Feb,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2025,2025,95-0206 /25 - International Broadcasting Operations,$64.5M,$360.8M,17.9%
Feb,2025,400 Years of African-American History Commission,Gulf Coast Ecosystem Restoration Council,Gulf Coast Ecosystem Restoration Council,95-1770,No Year,No Year,95-1770 /X - Gulf Coast Ecosystem Restoration Council,$276.6M,$317.3M,87.2%
Feb,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2025,2025,95-0401 /25 - Intelligence Community Management Account,$98.5M,$294.2M,33.5%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,Records Center Revolving Fund,88-4578,No Year,No Year,88-4578 /X - Records Center Revolving Fund,$161.9M,$256.1M,63.2%
Feb,2025,400 Years of African-American History Commission,Legal Services Corporation,Payment to the Legal Services Corporation,20-0501,FY2025,2025,20-0501 /25 - Payment to the Legal Services Corporation,$0.0M,$253.1M,0.0%
Feb,2025,400 Years of African-American History Commission,Federal Trade Commission,Salaries and Expenses,29-0100,No Year,No Year,29-0100 /X - Salaries and Expenses,$80.7M,$249.5M,32.3%
Feb,2025,400 Years of African-American History Commission,Central Intelligence Agency,Central Intelligence Agency Retirement and Disability System,56-3400,FY2025,2025,56-3400 /25 - Central Intelligence Agency Retirement and Disability System,$232.3M,$232.3M,100.0%
Feb,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Enhanced Benefit Payments,60-0122,No Year,No Year,60-0122 /X - Railroad Unemployment Insurance Enhanced Benefit Payments,$225.5M,$225.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Federal Permitting Improvement Council,Environmental Review and Permitting Improvement Fund,95-5761,FY2023-FY2031,2031,95-5761 23/31 - Environmental Review and Permitting Improvement Fund,$171.3M,$222.3M,77.0%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,Facilities Capital,33-0103,No Year,No Year,33-0103 /X - Facilities Capital,$170.6M,$213.8M,79.8%
Feb,2025,400 Years of African-American History Commission,Equal Employment Opportunity Commission,Salaries and Expenses,45-0100,FY2025,2025,45-0100 /25 - Salaries and Expenses,$25.4M,$205.7M,12.4%
Feb,2025,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,No Year,No Year,95-3742 /X - Northern Border Regional Commission,$191.9M,$205.0M,93.6%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,FY2025,2025,88-0300 /25 - Operating Expenses,$39.6M,$201.7M,19.6%
Feb,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2025,2025,95-1400 /25 - Commodity Futures Trading Commission,$43.8M,$154.5M,28.4%
Feb,2025,400 Years of African-American History Commission,Federal Communications Commission,Emergency Connectivity Fund for Educational Connections and Devi,27-1913,FY2021-FY2030,2030,27-1913 21/30 - Emergency Connectivity Fund for Educational Connections and Devi,$154.2M,$154.2M,100.0%
Feb,2025,400 Years of African-American History Commission,Institute of Museum and Library Services,Office of Museum and Library Services: Grants and Administration,53-0301,FY2025,2025,53-0301 /25 - Office of Museum and Library Services: Grants and Administration,$135.4M,$151.3M,89.5%
Feb,2025,400 Years of African-American History Commission,National Endowment for the Humanities,"National Endowment for the Humanities, Grants and Administration",43-0200,No Year,No Year,"43-0200 /X - National Endowment for the Humanities, Grants and Administration",$84.0M,$141.0M,59.5%
Feb,2025,400 Years of African-American History Commission,National Labor Relations Board,Salaries and Expenses,63-0100,FY2025,2025,63-0100 /25 - Salaries and Expenses,$16.5M,$135.2M,12.2%
Feb,2025,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2025-FY2026,2026,11-1070 25/26 - High Intensity Drug Trafficking Areas Program,$134.5M,$135.0M,99.7%
Feb,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Trust Fund,60-8051,No Year,No Year,60-8051 /X - Railroad Unemployment Insurance Trust Fund,$81.4M,$134.7M,60.4%
Feb,2025,400 Years of African-American History Commission,Delta Regional Authority,Delta Regional Authority,95-0750,No Year,No Year,95-0750 /X - Delta Regional Authority,$71.2M,$133.7M,53.3%
Feb,2025,400 Years of African-American History Commission,International Trade Commission,Salaries and Expenses,34-0100,No Year,No Year,34-0100 /X - Salaries and Expenses,$85.3M,$131.6M,64.8%
Feb,2025,400 Years of African-American History Commission,Denali Commission,Denali Commission,95-1200,No Year,No Year,95-1200 /X - Denali Commission,$123.3M,$129.5M,95.2%
Feb,2025,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2025,2025,95-1734 /25 - Federal Payment to the Court Services and Offender Supervision A,$33.0M,$126.3M,26.1%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,No Year,No Year,"83-0100 /X - Program Account, Export-Import Loans",$114.1M,$122.9M,92.8%
Feb,2025,400 Years of African-American History Commission,Farm Credit Administration,Limitation on Administrative Expenses,78-4131,No Year,No Year,78-4131 /X - Limitation on Administrative Expenses,$80.0M,$120.3M,66.5%
Feb,2025,400 Years of African-American History Commission,National Endowment for the Arts,National Endowment for the Arts,59-0100,No Year,No Year,59-0100 /X - National Endowment for the Arts,$93.1M,$118.5M,78.6%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2025,2025,95-1712 /25 - Federal Payment to the District of Columbia Courts,$14.9M,$110.9M,13.4%
Feb,2025,400 Years of African-American History Commission,Federal Drug Control Programs,Other Federal Drug Control Programs,11-1460,No Year,No Year,11-1460 /X - Other Federal Drug Control Programs,$109.0M,$110.8M,98.3%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021,2021,95-2728 /21 - Operating Expenses,$106.7M,$106.7M,100.0%
Feb,2025,400 Years of African-American History Commission,Corporation for Travel Promotion,Travel Promotion Fund,95-5585,No Year,No Year,95-5585 /X - Travel Promotion Fund,$5.7M,$100.0M,5.7%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2022,2022,95-2728 /22 - Operating Expenses,$93.7M,$93.7M,99.9%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2024-FY2025,2025,33-0100 24/25 - Salaries and Expenses,$63.3M,$87.2M,72.6%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020,2020,95-2728 /20 - Operating Expenses,$82.5M,$82.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Payment to National Service Trust Fund,95-2726,No Year,No Year,95-2726 /X - Payment to National Service Trust Fund,$0.0M,$81.4M,0.0%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2023,2023,95-2728 /23 - Operating Expenses,$76.8M,$77.3M,99.4%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,"Salaries and Expenses, National Gallery of Art",33-0200,FY2025-FY2026,2026,"33-0200 25/26 - Salaries and Expenses, National Gallery of Art",$25.8M,$77.2M,33.4%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,Repairs and Restoration,88-0302,No Year,No Year,88-0302 /X - Repairs and Restoration,$68.9M,$75.6M,91.1%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2024,2024,95-2728 21/24 - Operating Expenses,$51.5M,$74.0M,69.6%
Feb,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Emergency Planning and Security Costs in the,20-1771,No Year,No Year,20-1771 /X - Federal Payment for Emergency Planning and Security Costs in the,$0.0M,$73.6M,0.0%
Feb,2025,400 Years of African-American History Commission,Neighborhood Reinvestment Corporation,Payment to the Neighborhood Reinvestment Corporation,95-1350,FY2025,2025,95-1350 /25 - Payment to the Neighborhood Reinvestment Corporation,$0.0M,$71.4M,0.0%
Feb,2025,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2025,2025,61-0100 /25 - Salaries and Expenses,$15.6M,$71.2M,21.9%
Feb,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2021,2021,95-0401 /21 - Intelligence Community Management Account,$71.0M,$71.1M,99.9%
Feb,2025,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,FY2025,2025,60-8237 /25 - Limitation on Administration,$11.5M,$69.9M,16.5%
Feb,2025,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Court of Appeals for Veterans Claims Retirement Fund,95-8290,No Year,No Year,95-8290 /X - Court of Appeals for Veterans Claims Retirement Fund,$65.0M,$66.2M,98.2%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,No Year,No Year,33-0100 /X - Salaries and Expenses,$56.7M,$63.7M,89.1%
Feb,2025,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,FY2025,2025,95-0310 /25 - Salaries and Expenses,$13.0M,$63.3M,20.6%
Feb,2025,400 Years of African-American History Commission,Federal Housing Finance Agency,Office of Inspector General,95-5564,No Year,No Year,95-5564 /X - Office of Inspector General,$39.9M,$60.2M,66.3%
Feb,2025,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2020,2020,95-1651 /20 - Election Security Grants,$59.5M,$59.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2025,2025,"83-0100 /25 - Program Account, Export-Import Loans",$22.9M,$56.7M,40.4%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment for Defender Services in District of Columbia Co,95-1736,No Year,No Year,95-1736 /X - Federal Payment for Defender Services in District of Columbia Co,$38.8M,$55.9M,69.5%
Feb,2025,400 Years of African-American History Commission,Securities and Exchange Commission,Securities and Exchange Commission Reserve Fund,50-5566,No Year,No Year,50-5566 /X - Securities and Exchange Commission Reserve Fund,$44.2M,$53.4M,82.8%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,Capital Repair and Restoration,33-0303,No Year,No Year,33-0303 /X - Capital Repair and Restoration,$49.7M,$51.4M,96.7%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2024,2024,95-2728 /24 - Operating Expenses,$6.4M,$45.2M,14.2%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2025,2025,95-2722 /25 - Salaries and Expenses,$9.5M,$45.1M,21.1%
Feb,2025,400 Years of African-American History Commission,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,95-3744,No Year,No Year,95-3744 /X - Southeast Crescent Regional Commission,$36.6M,$44.7M,81.8%
Feb,2025,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Inspectors General Council Fund,95-4592,No Year,No Year,95-4592 /X - Inspectors General Council Fund,$33.3M,$43.3M,76.9%
Feb,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2020,2020,95-0401 /20 - Intelligence Community Management Account,$42.9M,$43.0M,99.6%
Feb,2025,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2024-FY2025,2025,11-1070 24/25 - High Intensity Drug Trafficking Areas Program,$20.3M,$38.4M,53.0%
Feb,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,No Year,No Year,95-1400 /X - Commodity Futures Trading Commission,$37.7M,$37.9M,99.5%
Feb,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Waiver of 7 Day Period,60-0123,FY2020-FY2021,2021,60-0123 20/21 - Railroad Unemployment Insurance Waiver of 7 Day Period,$37.0M,$37.8M,97.9%
Feb,2025,400 Years of African-American History Commission,Federal Communications Commission,Secure and Trusted Communications Network Act Reimbursement Prog,27-1912,No Year,No Year,27-1912 /X - Secure and Trusted Communications Network Act Reimbursement Prog,$37.5M,$37.5M,100.0%
Feb,2025,400 Years of African-American History Commission,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Trust Fund,95-8282,No Year,No Year,95-8282 /X - James Madison Memorial Fellowship Trust Fund,$35.0M,$36.8M,95.1%
Feb,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,No Year,No Year,95-0206 /X - International Broadcasting Operations,$9.2M,$36.7M,25.2%
Feb,2025,400 Years of African-American History Commission,Federal Election Commission,Salaries and Expenses,95-1600,FY2025,2025,95-1600 /25 - Salaries and Expenses,$7.2M,$36.5M,19.8%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2025,2025,95-2728 21/25 - Operating Expenses,$34.6M,$34.6M,100.0%
Feb,2025,400 Years of African-American History Commission,Barry Goldwater Scholarship and Excellence in Education Foundati,Barry Goldwater Scholarship and Excellence in Education Foundati,95-8281,No Year,No Year,95-8281 /X - Barry Goldwater Scholarship and Excellence in Education Foundati,$33.8M,$34.2M,98.9%
Feb,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,Broadcasting Capital Improvements,95-0204,No Year,No Year,95-0204 /X - Broadcasting Capital Improvements,$20.1M,$34.1M,58.9%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,No Year,No Year,88-0300 /X - Operating Expenses,$22.7M,$32.9M,69.1%
Feb,2025,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,12-46-0200,No Year,No Year,12-46-0200 /X - Appalachian Regional Commission,$31.5M,$32.8M,96.1%
Feb,2025,400 Years of African-American History Commission,Federal Financial Institutions Examination Council Appraisal Sub,Registry Fees,95-5026,No Year,No Year,95-5026 /X - Registry Fees,$25.9M,$30.2M,85.6%
Feb,2025,400 Years of African-American History Commission,Smithsonian Institution,"Repair, Restoration and Renovation of Buildings, National Galler",33-0201,No Year,No Year,"33-0201 /X - Repair, Restoration and Renovation of Buildings, National Galler",$18.7M,$28.1M,66.6%
Feb,2025,400 Years of African-American History Commission,United States Holocaust Memorial Museum,Holocaust Memorial Museum,95-3300,FY2025,2025,95-3300 /25 - Holocaust Memorial Museum,$7.6M,$26.8M,28.2%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,District of Columbia Judicial Retirement and Survivors Annuity F,20-8212,No Year,No Year,20-8212 /X - District of Columbia Judicial Retirement and Survivors Annuity F,$18.7M,$26.4M,71.1%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2013-FY2016,2016,"83-0100 13/16 - Program Account, Export-Import Loans",$26.2M,$26.2M,100.0%
Feb,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,No Year,No Year,95-2728 /X - Operating Expenses,$23.0M,$25.9M,88.7%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024-FY2025,2025,95-1712 24/25 - Federal Payment to the District of Columbia Courts,$25.4M,$25.9M,97.9%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Trust Fund,88-8436,No Year,No Year,88-8436 /X - National Archives Trust Fund,$17.6M,$25.5M,69.1%
Feb,2025,400 Years of African-American History Commission,FSLIC Resolution,"Operating Account, FDIC",51-4067,No Year,No Year,"51-4067 /X - Operating Account, FDIC",$24.9M,$25.0M,99.6%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Judicial Retirement,20-1713,No Year,No Year,20-1713 /X - Federal Payment to the District of Columbia Judicial Retirement,$24.5M,$24.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Federal Mediation and Conciliation Service,Salaries and Expenses,93-0100,FY2025,2025,93-0100 /25 - Salaries and Expenses,$4.6M,$24.3M,19.0%
Feb,2025,400 Years of African-American History Commission,Harry S Truman Scholarship Foundation,Harry S Truman Memorial Scholarship Trust Fund,95-8296,No Year,No Year,95-8296 /X - Harry S Truman Memorial Scholarship Trust Fund,$23.1M,$24.3M,95.2%
Feb,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for School Improvement,20-1817,No Year,No Year,20-1817 /X - Federal Payment for School Improvement,$23.7M,$23.7M,100.0%
Feb,2025,400 Years of African-American History Commission,Merit Systems Protection Board,Salaries and Expenses,41-0100,FY2025-FY2026,2026,41-0100 25/26 - Salaries and Expenses,$3.4M,$23.3M,14.7%
Feb,2025,400 Years of African-American History Commission,Public Defender Service for the District of Columbia,Federal Payment to the District of Columbia Public Defender Serv,95-1733,FY2025,2025,95-1733 /25 - Federal Payment to the District of Columbia Public Defender Serv,$3.9M,$22.9M,17.2%
Feb,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,Buying Power Maintenance,95-1147,No Year,No Year,95-1147 /X - Buying Power Maintenance,$22.5M,$22.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Surface Transportation Board,Salaries and Expenses,95-0301,FY2025,2025,95-0301 /25 - Salaries and Expenses,$6.0M,$21.4M,28.2%
Feb,2025,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Salaries and Expenses,95-0300,FY2025,2025,95-0300 /25 - Salaries and Expenses,$3.9M,$21.3M,18.5%
Feb,2025,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,No Year,No Year,95-0310 /X - Salaries and Expenses,$14.1M,$21.2M,66.4%
Feb,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2025-FY2026,2026,95-1712 25/26 - Federal Payment to the District of Columbia Courts,$21.0M,$21.1M,99.4%
Feb,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2024-FY2026,2026,95-1400 24/26 - Commodity Futures Trading Commission,$11.8M,$20.2M,58.1%
Feb,2025,400 Years of African-American History Commission,Defense Nuclear Facilities Safety Board,Salaries and Expenses,95-3900,FY2025-FY2026,2026,95-3900 25/26 - Salaries and Expenses,$3.4M,$19.0M,17.7%
Feb,2025,400 Years of African-American History Commission,Southwest Border Regional Commission,Southwest Border Regional Commission,95-1500,No Year,No Year,95-1500 /X - Southwest Border Regional Commission,$18.3M,$18.5M,98.6%
Feb,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Resident Tuition Support,20-1736,No Year,No Year,20-1736 /X - Federal Payment for Resident Tuition Support,$0.0M,$18.1M,0.0%
Feb,2025,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2020,2020,95-1734 /20 - Federal Payment to the Court Services and Offender Supervision A,$17.5M,$17.5M,100.0%
Feb,2025,400 Years of African-American History Commission,Federal Maritime Commission,Salaries and Expenses,65-0100,FY2025,2025,65-0100 /25 - Salaries and Expenses,$3.7M,$17.3M,21.2%
Feb,2025,400 Years of African-American History Commission,Morris K. Udall and Stewart L. Udall Foundation,Environmental Dispute Resolution Fund,95-0925,No Year,No Year,95-0925 /X - Environmental Dispute Resolution Fund,$14.0M,$17.3M,81.0%
Feb,2025,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Gift Fund,88-8127,No Year,No Year,88-8127 /X - National Archives Gift Fund,$14.8M,$16.6M,89.7%
Feb,2025,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2021,2021,95-1734 /21 - Federal Payment to the Court Services and Offender Supervision A,$15.0M,$15.0M,100.0%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2023-FY2026,2026,"83-0100 23/26 - Program Account, Export-Import Loans",$1.5M,$15.0M,9.9%
Feb,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2024-FY2027,2027,"83-0100 24/27 - Program Account, Export-Import Loans",$15.0M,$15.0M,100.0%
Feb,2025,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,FY2023-FY2026,2026,95-3742 23/26 - Northern Border Regional Commission,$15.0M,$15.0M,100.0%
Feb,2025,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Pandemic Response Accountability Committee,95-1654,FY2021-FY2025,2025,95-1654 21/25 - Pandemic Response Accountability Committee,$10.3M,$14.7M,70.2%
