Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Expenses,96-3124,No Year,No Year,96-3124 /X - Expenses,$13.3M,$21.9M,60.5%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund,96-8217,No Year,No Year,96-8217 /X - South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund,$12.8M,$20.3M,63.0%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Regulatory Program,96-3126,No Year,No Year,96-3126 /X - Regulatory Program,$13.0M,$17.5M,74.2%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,"Payments to States, Flood Control Act of 1954",96-5090,No Year,No Year,"96-5090 /X - Payments to States, Flood Control Act of 1954",$0.0M,$11.6M,0.0%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Maintenance and Operation of Dams and Other Improvements of Navi,96-5125,No Year,No Year,96-5125 /X - Maintenance and Operation of Dams and Other Improvements of Navi,$10.5M,$10.9M,96.6%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Expenses,96-3124,FY2012-FY2013,2013,96-3124 12/13 - Expenses,$0.5M,$7.8M,6.0%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Regulatory Program,96-3126,FY2012-FY2013,2013,96-3126 12/13 - Regulatory Program,$2.5M,$7.6M,32.9%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Office of the Assistant Secretary of the Army for Civil Works,96-3132,FY2013-FY2014,2014,96-3132 13/14 - Office of the Assistant Secretary of the Army for Civil Works,$1.8M,$4.6M,39.1%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Fund for Non-Federal Use of Disposal Facilities,96-5493,No Year,No Year,96-5493 /X - Fund for Non-Federal Use of Disposal Facilities,$4.3M,$4.3M,100.0%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Office of the Assistant Secretary of the Army for Civil Works,96-3132,FY2012-FY2013,2013,96-3132 12/13 - Office of the Assistant Secretary of the Army for Civil Works,$0.0M,$1.8M,0.1%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Inland Waterways Trust Fund,96-96-8861,No Year,No Year,96-96-8861 /X - Inland Waterways Trust Fund,$0.2M,$0.5M,54.1%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,"Hydraulic Mining in California, Debris Fund",96-5066,No Year,No Year,"96-5066 /X - Hydraulic Mining in California, Debris Fund",$0.3M,$0.4M,74.4%
May,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Washington Aqueduct,96-3128,No Year,No Year,96-3128 /X - Washington Aqueduct,$0.0M,$0.0M,18.2%
May,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2013,2013,12-3505 /13 - Supplemental Nutrition Assistance Program,"$22,886.9M","$74,229.4M",30.8%
May,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Fund,12-4336,No Year,No Year,12-4336 /X - Commodity Credit Corporation Fund,"$11,271.0M","$22,120.2M",51.0%
May,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2014,2014,12-3539 13/14 - State Child Nutrition Programs,"$4,487.7M","$19,888.2M",22.6%
May,2013,Department of Agriculture,Risk Management Agency,Federal Crop Insurance Corporation Fund,12-4085,No Year,No Year,12-4085 /X - Federal Crop Insurance Corporation Fund,"$2,477.4M","$18,744.0M",13.2%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Direct Loan Financi,12-4208,No Year,No Year,12-4208 /X - Rural Electrification and Telecommunications Direct Loan Financi,"$15,434.4M","$17,657.2M",87.4%
May,2013,Department of Agriculture,Food and Nutrition Service,"Food Stamp Program, Recovery Act",12-3542,FY2013,2013,"12-3542 /13 - Food Stamp Program, Recovery Act","$2,734.1M","$6,819.1M",40.1%
May,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2013-FY2014,2014,"12-3510 13/14 - Special Supplemental Nutrition Program for Women, Infants, and C","$1,209.5M","$6,522.2M",18.5%
May,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2013,2013,12-1004 /13 - Farm Security and Rural Investment Programs,"$1,783.3M","$3,547.4M",50.3%
May,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,"$2,015.2M","$2,583.4M",78.0%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Guaranteed Loan Financing Account,12-4216,No Year,No Year,12-4216 /X - Rural Housing Insurance Fund Guaranteed Loan Financing Account,"$2,026.5M","$2,500.0M",81.1%
May,2013,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,No Year,No Year,12-1115 /X - Wildland Fire Management,"$1,202.0M","$2,359.5M",50.9%
May,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Direct Loan Financing Account,12-4212,No Year,No Year,12-4212 /X - Agricultural Credit Insurance Fund Direct Loan Financing Account,$788.2M,"$2,303.4M",34.2%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Direct Loan Financing Account,12-4215,No Year,No Year,12-4215 /X - Rural Housing Insurance Fund Direct Loan Financing Account,$887.6M,"$1,945.3M",45.6%
May,2013,Department of Agriculture,Forest Service,National Forest System,12-1106,No Year,No Year,12-1106 /X - National Forest System,$939.6M,"$1,921.1M",48.9%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Direct Loans Financing Account,12-4226,No Year,No Year,12-4226 /X - Rural Water and Waste Disposal Direct Loans Financing Account,$966.6M,"$1,650.7M",58.6%
May,2013,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,$88.2M,"$1,542.4M",5.7%
May,2013,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2013,2013,12-1400 /13 - Salaries and Expenses,$675.7M,"$1,322.1M",51.1%
May,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,72-12-2278,No Year,No Year,72-12-2278 /X - Food for Peace Title II Grants,$669.1M,"$1,268.9M",52.7%
May,2013,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$761.6M,"$1,195.9M",63.7%
May,2013,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,"$1,150.0M","$1,150.0M",100.0%
May,2013,Department of Agriculture,Executive Operations,Working Capital Fund,12-4609,No Year,No Year,12-4609 /X - Working Capital Fund,$425.9M,"$1,048.4M",40.6%
May,2013,Department of Agriculture,Agricultural Marketing Service,"Funds for Strengthening Markets, Income, and Supply (section 32)",12-5209,No Year,No Year,"12-5209 /X - Funds for Strengthening Markets, Income, and Supply (section 32)",$506.7M,"$1,025.0M",49.4%
May,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2013,2013,12-0600 /13 - Salaries and Expenses,$444.2M,$945.8M,47.0%
May,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2013,2013,12-3700 /13 - Salaries and Expenses,$321.7M,$943.3M,34.1%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$728.2M,$891.9M,81.6%
May,2013,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2013,2013,12-0137 /13 - Rental Assistance Program,$205.5M,$882.6M,23.3%
May,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2012-FY2013,2013,12-3539 12/13 - State Child Nutrition Programs,$643.8M,$833.9M,77.2%
May,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2013-FY2014,2014,12-1000 13/14 - Conservation Operations,$354.0M,$830.2M,42.6%
May,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,No Year,No Year,12-0600 /X - Salaries and Expenses,$215.2M,$725.9M,29.7%
May,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,No Year,No Year,12-1600 /X - Salaries and Expenses,$476.0M,$719.4M,66.2%
May,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2013,2013,12-1500 /13 - Research and Education Activities,$711.0M,$719.4M,98.8%
May,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,No Year,No Year,12-2278 /X - Food for Peace Title II Grants,$311.0M,$703.6M,44.2%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Program Account,12-1980,No Year,No Year,12-1980 /X - Rural Water and Waste Disposal Program Account,$524.1M,$659.6M,79.5%
May,2013,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2013,2013,12-0403 /13 - Salaries and Expenses,$194.5M,$609.5M,31.9%
May,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2013,2013,12-1140 /13 - Agricultural Credit Insurance Fund Program Account,$316.4M,$584.5M,54.1%
May,2013,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$494.4M,$546.7M,90.4%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Guaranteed Loans Financing Account,12-4227,No Year,No Year,12-4227 /X - Rural Business and Industry Guaranteed Loans Financing Account,$432.4M,$544.5M,79.4%
May,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2013,2013,12-1600 /13 - Salaries and Expenses,$175.2M,$529.6M,33.1%
May,2013,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,No Year,No Year,12-1103 /X - Capital Improvement and Maintenance,$330.8M,$527.7M,62.7%
May,2013,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2013,2013,12-0502 /13 - Extension Activities,$471.4M,$482.6M,97.7%
May,2013,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,No Year,No Year,12-1105 /X - State and Private Forestry,$397.4M,$482.4M,82.4%
May,2013,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$349.3M,$472.9M,73.9%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2013,2013,12-2081 /13 - Rural Housing Insurance Fund Program Account,$53.9M,$466.2M,11.6%
May,2013,Department of Agriculture,Forest Service,Cooperative Work Trust Fund,12-8028,No Year,No Year,12-8028 /X - Cooperative Work Trust Fund,$396.1M,$445.9M,88.8%
May,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$344.9M,$444.8M,77.5%
May,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2012-FY2013,2013,"12-3510 12/13 - Special Supplemental Nutrition Program for Women, Infants, and C",$50.4M,$429.2M,11.8%
May,2013,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,No Year,No Year,12-1104 /X - Forest and Rangeland Research,$224.1M,$414.2M,54.1%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$385.5M,$403.8M,95.5%
May,2013,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$351.3M,$352.8M,99.6%
May,2013,Department of Agriculture,Forest Service,Working Capital Fund,12-4605,No Year,No Year,12-4605 /X - Working Capital Fund,$171.8M,$348.6M,49.3%
May,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2013,2013,12-2900 /13 - Salaries and Expenses,$185.3M,$333.2M,55.6%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$321.6M,$321.6M,100.0%
May,2013,Department of Agriculture,Forest Service,FLAME Wildfire Suppression Reserve Fund,12-1120,No Year,No Year,12-1120 /X - FLAME Wildfire Suppression Reserve Fund,$314.8M,$314.8M,100.0%
May,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$278.0M,$305.0M,91.1%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$297.6M,$300.5M,99.0%
May,2013,Department of Agriculture,Departmental Management,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$70.9M,$290.5M,24.4%
May,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$108.9M,$288.0M,37.8%
May,2013,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2013-FY2014,2014,12-3507 13/14 - Commodity Assistance Program,$7.4M,$265.8M,2.8%
May,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$169.4M,$261.1M,64.9%
May,2013,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$183.9M,$259.3M,70.9%
May,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$219.6M,$259.1M,84.7%
May,2013,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$144.4M,$246.2M,58.6%
May,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$115.9M,$232.4M,49.9%
May,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,No Year,No Year,12-1500 /X - Research and Education Activities,$89.3M,$230.5M,38.7%
May,2013,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$177.3M,$213.3M,83.1%
May,2013,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$190.9M,$202.6M,94.2%
May,2013,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$160.4M,$197.3M,81.3%
May,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2013,2013,12-1801 /13 - National Agricultural Statistics Service,$60.9M,$169.1M,36.0%
May,2013,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$81.1M,$164.6M,49.3%
May,2013,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2013,2013,12-3508 /13 - Nutrition Programs Administration,$58.6M,$139.9M,41.9%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$115.2M,$130.2M,88.5%
May,2013,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$89.9M,$121.0M,74.3%
May,2013,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$120.6M,$120.6M,100.0%
May,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2013,2013,12-2500 /13 - Marketing Services,$30.8M,$115.7M,26.6%
May,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$30.1M,$113.6M,26.5%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$79.7M,$105.3M,75.7%
May,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$74.3M,$103.6M,71.7%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$88.0M,$99.3M,88.7%
May,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2012-FY2013,2013,12-1000 12/13 - Conservation Operations,$44.7M,$93.1M,48.0%
May,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$87.2M,$91.6M,95.2%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$72.2M,$91.0M,79.3%
May,2013,Department of Agriculture,Office of Inspector General,Office of the Inspector General,12-0900,FY2013,2013,12-0900 /13 - Office of the Inspector General,$33.1M,$89.9M,36.8%
May,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$83.0M,$89.0M,93.2%
May,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$47.1M,$85.1M,55.4%
May,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$73.2M,$79.8M,91.8%
May,2013,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$64.9M,$78.4M,82.8%
May,2013,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2013,2013,12-1701 /13 - Economic Research Service,$33.0M,$77.9M,42.4%
May,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,No Year,No Year,12-1004 /X - Farm Security and Rural Investment Programs,$60.5M,$76.4M,79.3%
May,2013,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$75.3M,$76.2M,98.8%
May,2013,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$54.2M,$74.3M,72.9%
May,2013,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2013,2013,12-2707 /13 - Administrative and Operating Expenses,$30.5M,$72.9M,41.9%
May,2013,Department of Agriculture,Departmental Management,Office of the Chief Information Officer,12-0013,FY2013,2013,12-0013 /13 - Office of the Chief Information Officer,$25.9M,$69.9M,37.0%
May,2013,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$62.8M,$66.0M,95.1%
May,2013,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$52.9M,$64.4M,82.1%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$62.0M,$62.0M,100.0%
May,2013,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$54.2M,$59.9M,90.5%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$44.9M,$55.9M,80.3%
May,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$46.2M,$54.4M,84.9%
May,2013,Department of Agriculture,Forest Service,"Roads and Trails for States, National Forests Fund",12-5203,No Year,No Year,"12-5203 /X - Roads and Trails for States, National Forests Fund",$54.0M,$54.0M,100.0%
May,2013,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2013,2013,12-2501 /13 - Payments to States and Possessions,$53.4M,$53.5M,99.8%
May,2013,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$47.9M,$52.3M,91.5%
May,2013,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2013,2013,12-2300 /13 - Office of the General Counsel,$16.9M,$47.2M,35.9%
May,2013,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$41.5M,$46.6M,89.0%
May,2013,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2013,2013,12-0115 /13 - Office of the Secretary,$41.6M,$44.4M,93.6%
May,2013,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$34.1M,$42.3M,80.4%
May,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$1.8M,$40.8M,4.5%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$40.7M,$40.7M,100.0%
May,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$40.0M,$40.0M,100.0%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,No Year,No Year,12-2081 /X - Rural Housing Insurance Fund Program Account,$27.4M,$39.4M,69.4%
May,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2013,2013,12-2400 /13 - Salaries and Expenses,$15.2M,$39.3M,38.7%
May,2013,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$20.0M,$36.5M,54.8%
May,2013,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$23.1M,$36.2M,63.8%
May,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$32.8M,$35.3M,93.0%
May,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2013,2013,12-1230 /13 - Rural Electrification and Telecommunications Loans Program Accou,$21.4M,$33.5M,63.7%
May,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$27.6M,$33.0M,83.6%
May,2013,Department of Agriculture,Forest Service,"Timber Roads, Purchaser Elections",12-5202,No Year,No Year,"12-5202 /X - Timber Roads, Purchaser Elections",$30.2M,$30.2M,100.0%
May,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2012-FY2013,2013,12-2900 12/13 - Salaries and Expenses,$16.2M,$29.5M,55.0%
May,2013,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$4.1M,$29.4M,13.9%
