Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Apr,2015,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$148.0M,$292.8M,50.5%
Apr,2015,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$48.3M,$274.7M,17.6%
Apr,2015,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$267.4M,$271.6M,98.5%
Apr,2015,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$219.2M,$240.3M,91.2%
Apr,2015,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$135.3M,$232.2M,58.3%
Apr,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$111.0M,$215.4M,51.5%
Apr,2015,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,No Year,No Year,12-1002 /X - Watershed Rehabilitation Program,$192.6M,$197.8M,97.4%
Apr,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2015-FY2018,2018,12-3505 15/18 - Supplemental Nutrition Assistance Program,$14.9M,$190.0M,7.8%
Apr,2015,Department of Agriculture,Hazardous Materials Management,Hazardous Materials Management,12-0500,No Year,No Year,12-0500 /X - Hazardous Materials Management,$169.2M,$171.7M,98.5%
Apr,2015,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$137.2M,$159.6M,86.0%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$157.1M,$158.2M,99.3%
Apr,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2015,2015,12-2500 /15 - Marketing Services,$70.0M,$152.5M,45.9%
Apr,2015,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2015,2015,12-3508 /15 - Nutrition Programs Administration,$64.9M,$151.3M,42.9%
Apr,2015,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2015,2015,12-1801 /15 - National Agricultural Statistics Service,$46.2M,$142.9M,32.3%
Apr,2015,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$76.8M,$127.7M,60.2%
Apr,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$107.2M,$126.8M,84.5%
Apr,2015,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$89.2M,$125.2M,71.2%
Apr,2015,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$98.9M,$124.7M,79.3%
Apr,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$88.7M,$114.5M,77.5%
Apr,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$77.8M,$113.2M,68.7%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$86.2M,$108.5M,79.4%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$106.3M,$108.3M,98.2%
Apr,2015,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2015,2015,12-0115 /15 - Office of the Secretary,$48.2M,$107.7M,44.8%
Apr,2015,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,FY2015,2015,"12-1502 /15 - Integrated Research, Education, and Extension Competitive Grants",$100.8M,$101.0M,99.8%
Apr,2015,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2015,2015,12-0900 /15 - Office of Inspector General,$42.6M,$97.4M,43.7%
Apr,2015,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$89.0M,$91.3M,97.5%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$80.3M,$91.2M,88.0%
Apr,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,No Year,No Year,12-0502 /X - Extension Activities,$51.9M,$89.2M,58.1%
Apr,2015,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$74.2M,$87.4M,84.9%
Apr,2015,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2015,2015,12-1701 /15 - Economic Research Service,$42.0M,$85.9M,49.0%
Apr,2015,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$75.0M,$82.8M,90.5%
Apr,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$64.0M,$82.5M,77.6%
Apr,2015,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$40.5M,$77.6M,52.2%
Apr,2015,Department of Agriculture,Buildings and Facilities,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$29.5M,$76.3M,38.7%
Apr,2015,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2015,2015,12-2707 /15 - Administrative and Operating Expenses,$30.8M,$74.8M,41.2%
Apr,2015,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2015,2015,12-2501 /15 - Payments to States and Possessions,$73.2M,$73.7M,99.2%
Apr,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$59.3M,$72.0M,82.4%
Apr,2015,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2014-FY2015,2015,12-1000 14/15 - Conservation Operations,$56.2M,$71.3M,78.8%
Apr,2015,Department of Agriculture,Office of Chief Information Officer,Office of the Chief Information Officer,12-0013,FY2015,2015,12-0013 /15 - Office of the Chief Information Officer,$22.0M,$70.9M,31.1%
Apr,2015,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$54.9M,$68.2M,80.5%
Apr,2015,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,$63.8M,$66.5M,95.9%
Apr,2015,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$49.7M,$63.3M,78.6%
Apr,2015,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$52.6M,$59.0M,89.1%
Apr,2015,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$53.0M,$58.9M,90.1%
Apr,2015,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$50.9M,$58.5M,86.9%
Apr,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$53.1M,$53.1M,100.0%
Apr,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,No Year,No Year,12-1336 /X - Commodity Credit Corporation Export Loans Program Account,$1.7M,$51.7M,3.3%
Apr,2015,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$16.9M,$51.2M,32.9%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$51.2M,$51.2M,100.0%
Apr,2015,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,No Year,No Year,"12-1502 /X - Integrated Research, Education, and Extension Competitive Grants",$24.4M,$48.7M,50.2%
Apr,2015,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2015,2015,12-2300 /15 - Office of the General Counsel,$21.1M,$48.0M,43.9%
Apr,2015,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$40.5M,$47.8M,84.6%
Apr,2015,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$32.1M,$47.0M,68.2%
Apr,2015,Department of Agriculture,Agricultural Research Service,Buildings and Facilities,12-1401,No Year,No Year,12-1401 /X - Buildings and Facilities,$46.6M,$46.6M,100.0%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$25.1M,$45.7M,55.0%
Apr,2015,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$40.8M,$44.4M,91.8%
Apr,2015,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$16.4M,$43.9M,37.3%
Apr,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$42.7M,$43.2M,98.9%
Apr,2015,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2015,2015,12-2400 /15 - Salaries and Expenses,$18.0M,$43.1M,41.8%
Apr,2015,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$25.1M,$38.9M,64.5%
Apr,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$25.3M,$38.5M,65.8%
Apr,2015,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$22.4M,$37.4M,59.9%
Apr,2015,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$33.7M,$36.1M,93.3%
Apr,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2014-FY2015,2015,12-0502 14/15 - Extension Activities,$3.5M,$35.1M,9.9%
