Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,"Telecommunications Relay Services Fund, Federal Communications C",27-5700,No Year,No Year,"27-5700 /X - Telecommunications Relay Services Fund, Federal Communications C",$898.4M,"$1,717.6M",52.3%
Apr,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,District of Columbia Federal Pension Fund,20-5511,No Year,No Year,20-5511 /X - District of Columbia Federal Pension Fund,$587.6M,"$1,164.2M",50.5%
Apr,2025,400 Years of African-American History Commission,Nuclear Regulatory Commission,Salaries and Expenses,31-0200,No Year,No Year,31-0200 /X - Salaries and Expenses,$534.6M,"$1,030.8M",51.9%
Apr,2025,400 Years of African-American History Commission,FSLIC Resolution,FSLIC Resolution Fund,51-4065,No Year,No Year,51-4065 /X - FSLIC Resolution Fund,"$1,009.1M","$1,009.2M",100.0%
Apr,2025,400 Years of African-American History Commission,National Credit Union Administration,Central Liquidity Facility,25-4470,No Year,No Year,25-4470 /X - Central Liquidity Facility,$984.2M,"$1,004.1M",98.0%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2025,2025,95-2728 /25 - Operating Expenses,$874.6M,$990.5M,88.3%
Apr,2025,400 Years of African-American History Commission,Railroad Retirement Board,Federal Payments to the Railroad Retirement Accounts,60-0113,No Year,No Year,60-0113 /X - Federal Payments to the Railroad Retirement Accounts,$251.5M,$896.2M,28.1%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2025-FY2026,2026,33-0100 25/26 - Salaries and Expenses,$444.9M,$895.9M,49.7%
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,TV Broadcaster Relocation Fund,27-5610,No Year,No Year,27-5610 /X - TV Broadcaster Relocation Fund,$881.8M,$881.8M,100.0%
Apr,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,Export-Import Bank Guaranteed Loan Financing Account,83-4162,No Year,No Year,83-4162 /X - Export-Import Bank Guaranteed Loan Financing Account,$782.5M,$873.2M,89.6%
Apr,2025,400 Years of African-American History Commission,Patient-Centered Outcomes Research Trust Fund,Patient-Centered Outcomes Research Trust Fund,95-8299,FY2010-FY2029,2029,95-8299 10/29 - Patient-Centered Outcomes Research Trust Fund,$439.8M,$822.7M,53.5%
Apr,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2025,2025,95-0206 /25 - International Broadcasting Operations,$425.6M,$821.5M,51.8%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,National Service Trust,95-8267,No Year,No Year,95-8267 /X - National Service Trust,$716.5M,$782.0M,91.6%
Apr,2025,400 Years of African-American History Commission,Bureau of Consumer Financial Protection,Bureau of Consumer Financial Protection Fund,95-5577,No Year,No Year,95-5577 /X - Bureau of Consumer Financial Protection Fund,$308.5M,$772.7M,39.9%
Apr,2025,400 Years of African-American History Commission,Securities and Exchange Commission,Investor Protection Fund,50-5567,No Year,No Year,50-5567 /X - Investor Protection Fund,$710.0M,$753.7M,94.2%
Apr,2025,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,46-0200,No Year,No Year,46-0200 /X - Appalachian Regional Commission,$630.9M,$745.0M,84.7%
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,Salaries and Expenses,27-0100,No Year,No Year,27-0100 /X - Salaries and Expenses,$419.8M,$692.0M,60.7%
Apr,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment to the District of Columbia Pension Fund,20-1714,No Year,No Year,20-1714 /X - Federal Payment to the District of Columbia Pension Fund,$663.0M,$663.0M,100.0%
Apr,2025,400 Years of African-American History Commission,Corporation for Public Broadcasting,Corporation for Public Broadcasting,20-0151,FY2025,2025,20-0151 /25 - Corporation for Public Broadcasting,$60.0M,$595.0M,10.1%
Apr,2025,400 Years of African-American History Commission,National Credit Union Administration,Operating Fund,25-4056,No Year,No Year,25-4056 /X - Operating Fund,$346.7M,$592.4M,58.5%
Apr,2025,400 Years of African-American History Commission,Legal Services Corporation,Payment to the Legal Services Corporation,20-0501,FY2025,2025,20-0501 /25 - Payment to the Legal Services Corporation,$214.8M,$560.0M,38.4%
Apr,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission Customer Protection Fund,95-4334,No Year,No Year,95-4334 /X - Commodity Futures Trading Commission Customer Protection Fund,$548.2M,$557.2M,98.4%
Apr,2025,400 Years of African-American History Commission,Federal Housing Finance Agency,"Federal Housing Finance Agency, Administrative Expenses",95-5532,No Year,No Year,"95-5532 /X - Federal Housing Finance Agency, Administrative Expenses",$299.4M,$552.2M,54.2%
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,Affordable Connectivity Fund,27-1911,No Year,No Year,27-1911 /X - Affordable Connectivity Fund,$523.5M,$525.2M,99.7%
Apr,2025,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,No Year,No Year,95-4331 /X - Presidio Trust,$391.4M,$521.1M,75.1%
Apr,2025,400 Years of African-American History Commission,Nuclear Regulatory Commission,Nuclear Facilities Fees Fund,31-5280,No Year,No Year,31-5280 /X - Nuclear Facilities Fees Fund,$516.4M,$516.4M,100.0%
Apr,2025,400 Years of African-American History Commission,Central Intelligence Agency,Central Intelligence Agency Retirement and Disability System,56-3400,FY2025,2025,56-3400 /25 - Central Intelligence Agency Retirement and Disability System,$514.0M,$514.0M,100.0%
Apr,2025,400 Years of African-American History Commission,Federal Trade Commission,Salaries and Expenses,29-0100,No Year,No Year,29-0100 /X - Salaries and Expenses,$256.0M,$482.8M,53.0%
Apr,2025,400 Years of African-American History Commission,Equal Employment Opportunity Commission,Salaries and Expenses,45-0100,FY2025,2025,45-0100 /25 - Salaries and Expenses,$191.8M,$455.0M,42.1%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,FY2025,2025,88-0300 /25 - Operating Expenses,$188.6M,$418.2M,45.1%
Apr,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2025,2025,95-0401 /25 - Intelligence Community Management Account,$93.5M,$400.5M,23.4%
Apr,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2025,2025,95-1400 /25 - Commodity Futures Trading Commission,$193.9M,$345.6M,56.1%
Apr,2025,400 Years of African-American History Commission,Gulf Coast Ecosystem Restoration Council,Gulf Coast Ecosystem Restoration Council,95-1770,No Year,No Year,95-1770 /X - Gulf Coast Ecosystem Restoration Council,$244.8M,$320.9M,76.3%
Apr,2025,400 Years of African-American History Commission,Institute of Museum and Library Services,Office of Museum and Library Services: Grants and Administration,53-0301,FY2025,2025,53-0301 /25 - Office of Museum and Library Services: Grants and Administration,$228.2M,$312.8M,72.9%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,Facilities Capital,33-0103,No Year,No Year,33-0103 /X - Facilities Capital,$243.3M,$305.9M,79.6%
Apr,2025,400 Years of African-American History Commission,National Labor Relations Board,Salaries and Expenses,63-0100,FY2025,2025,63-0100 /25 - Salaries and Expenses,$128.1M,$299.2M,42.8%
Apr,2025,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2025-FY2026,2026,11-1070 25/26 - High Intensity Drug Trafficking Areas Program,$297.2M,$298.6M,99.6%
Apr,2025,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2025,2025,95-1734 /25 - Federal Payment to the Court Services and Offender Supervision A,$145.0M,$279.3M,51.9%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,Records Center Revolving Fund,88-4578,No Year,No Year,88-4578 /X - Records Center Revolving Fund,$127.1M,$256.0M,49.7%
Apr,2025,400 Years of African-American History Commission,National Endowment for the Humanities,"National Endowment for the Humanities, Grants and Administration",43-0200,No Year,No Year,"43-0200 /X - National Endowment for the Humanities, Grants and Administration",$175.1M,$255.7M,68.5%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2025,2025,95-1712 /25 - Federal Payment to the District of Columbia Courts,$111.1M,$245.3M,45.3%
Apr,2025,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,No Year,No Year,95-3742 /X - Northern Border Regional Commission,$193.3M,$237.7M,81.3%
Apr,2025,400 Years of African-American History Commission,National Endowment for the Arts,National Endowment for the Arts,59-0100,No Year,No Year,59-0100 /X - National Endowment for the Arts,$202.0M,$234.6M,86.1%
Apr,2025,400 Years of African-American History Commission,Federal Permitting Improvement Council,Environmental Review and Permitting Improvement Fund,95-5761,FY2023-FY2031,2031,95-5761 23/31 - Environmental Review and Permitting Improvement Fund,$169.7M,$225.8M,75.1%
Apr,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Enhanced Benefit Payments,60-0122,No Year,No Year,60-0122 /X - Railroad Unemployment Insurance Enhanced Benefit Payments,$225.5M,$225.5M,100.0%
Apr,2025,400 Years of African-American History Commission,Denali Commission,Denali Commission,95-1200,No Year,No Year,95-1200 /X - Denali Commission,$173.9M,$214.6M,81.1%
Apr,2025,400 Years of African-American History Commission,Federal Drug Control Programs,Other Federal Drug Control Programs,11-1460,No Year,No Year,11-1460 /X - Other Federal Drug Control Programs,$179.1M,$185.4M,96.6%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Payment to National Service Trust Fund,95-2726,No Year,No Year,95-2726 /X - Payment to National Service Trust Fund,$98.6M,$180.0M,54.8%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,"Salaries and Expenses, National Gallery of Art",33-0200,FY2025-FY2026,2026,"33-0200 25/26 - Salaries and Expenses, National Gallery of Art",$87.0M,$170.9M,50.9%
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,Secure and Trusted Communications Network Act Reimbursement Prog,27-1912,No Year,No Year,27-1912 /X - Secure and Trusted Communications Network Act Reimbursement Prog,$90.6M,$160.2M,56.6%
Apr,2025,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,FY2025,2025,60-8237 /25 - Limitation on Administration,$77.4M,$158.9M,48.7%
Apr,2025,400 Years of African-American History Commission,Neighborhood Reinvestment Corporation,Payment to the Neighborhood Reinvestment Corporation,95-1350,FY2025,2025,95-1350 /25 - Payment to the Neighborhood Reinvestment Corporation,$73.6M,$158.0M,46.6%
Apr,2025,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2025,2025,61-0100 /25 - Salaries and Expenses,$68.6M,$151.8M,45.2%
Apr,2025,400 Years of African-American History Commission,Delta Regional Authority,Delta Regional Authority,95-0750,No Year,No Year,95-0750 /X - Delta Regional Authority,$79.5M,$151.6M,52.4%
Apr,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Trust Fund,60-8051,No Year,No Year,60-8051 /X - Railroad Unemployment Insurance Trust Fund,$71.4M,$150.2M,47.5%
Apr,2025,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,FY2025,2025,95-0310 /25 - Salaries and Expenses,$77.7M,$145.0M,53.6%
Apr,2025,400 Years of African-American History Commission,International Trade Commission,Salaries and Expenses,34-0100,No Year,No Year,34-0100 /X - Salaries and Expenses,$69.4M,$132.4M,52.4%
Apr,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2025,2025,"83-0100 /25 - Program Account, Export-Import Loans",$71.8M,$125.4M,57.2%
Apr,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,No Year,No Year,"83-0100 /X - Program Account, Export-Import Loans",$106.9M,$123.6M,86.5%
Apr,2025,400 Years of African-American History Commission,Farm Credit Administration,Limitation on Administrative Expenses,78-4131,No Year,No Year,78-4131 /X - Limitation on Administrative Expenses,$65.7M,$120.5M,54.5%
Apr,2025,400 Years of African-American History Commission,Federal Communications Commission,Emergency Connectivity Fund for Educational Connections and Devi,27-1913,FY2021-FY2030,2030,27-1913 21/30 - Emergency Connectivity Fund for Educational Connections and Devi,$115.9M,$117.1M,99.0%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021,2021,95-2728 /21 - Operating Expenses,$107.8M,$107.8M,100.0%
Apr,2025,400 Years of African-American History Commission,Corporation for Travel Promotion,Travel Promotion Fund,95-5585,No Year,No Year,95-5585 /X - Travel Promotion Fund,$5.7M,$100.0M,5.7%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2025,2025,95-2722 /25 - Salaries and Expenses,$49.5M,$99.7M,49.7%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2022,2022,95-2728 /22 - Operating Expenses,$97.1M,$97.2M,99.9%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2023,2023,95-2728 /23 - Operating Expenses,$93.3M,$93.8M,99.5%
Apr,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Emergency Planning and Security Costs in the,20-1771,No Year,No Year,20-1771 /X - Federal Payment for Emergency Planning and Security Costs in the,$0.0M,$90.0M,0.0%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2024-FY2025,2025,33-0100 24/25 - Salaries and Expenses,$37.5M,$87.2M,43.0%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020,2020,95-2728 /20 - Operating Expenses,$84.6M,$84.6M,100.0%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,Repairs and Restoration,88-0302,No Year,No Year,88-0302 /X - Repairs and Restoration,$72.4M,$82.1M,88.2%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment for Defender Services in District of Columbia Co,95-1736,No Year,No Year,95-1736 /X - Federal Payment for Defender Services in District of Columbia Co,$41.3M,$81.1M,50.9%
Apr,2025,400 Years of African-American History Commission,Federal Election Commission,Salaries and Expenses,95-1600,FY2025,2025,95-1600 /25 - Salaries and Expenses,$36.0M,$80.9M,44.6%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2024,2024,95-2728 21/24 - Operating Expenses,$57.4M,$79.9M,71.8%
Apr,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2021,2021,95-0401 /21 - Intelligence Community Management Account,$72.7M,$72.9M,99.7%
Apr,2025,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Court of Appeals for Veterans Claims Retirement Fund,95-8290,No Year,No Year,95-8290 /X - Court of Appeals for Veterans Claims Retirement Fund,$64.7M,$66.4M,97.4%
Apr,2025,400 Years of African-American History Commission,Federal Housing Finance Agency,Office of Inspector General,95-5564,No Year,No Year,95-5564 /X - Office of Inspector General,$34.2M,$61.6M,55.6%
Apr,2025,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2020,2020,95-1651 /20 - Election Security Grants,$59.5M,$59.5M,100.0%
Apr,2025,400 Years of African-American History Commission,United States Holocaust Memorial Museum,Holocaust Memorial Museum,95-3300,FY2025,2025,95-3300 /25 - Holocaust Memorial Museum,$20.0M,$59.0M,33.9%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,Capital Repair and Restoration,33-0303,No Year,No Year,33-0303 /X - Capital Repair and Restoration,$55.9M,$58.3M,95.9%
Apr,2025,400 Years of African-American History Commission,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,95-3744,No Year,No Year,95-3744 /X - Southeast Crescent Regional Commission,$44.3M,$54.5M,81.4%
Apr,2025,400 Years of African-American History Commission,Federal Mediation and Conciliation Service,Salaries and Expenses,93-0100,FY2025,2025,93-0100 /25 - Salaries and Expenses,$27.3M,$53.7M,50.8%
Apr,2025,400 Years of African-American History Commission,Securities and Exchange Commission,Securities and Exchange Commission Reserve Fund,50-5566,No Year,No Year,50-5566 /X - Securities and Exchange Commission Reserve Fund,$34.4M,$53.5M,64.3%
Apr,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for School Improvement,20-1817,No Year,No Year,20-1817 /X - Federal Payment for School Improvement,$52.5M,$52.5M,100.0%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,No Year,No Year,88-0300 /X - Operating Expenses,$38.4M,$51.4M,74.8%
Apr,2025,400 Years of African-American History Commission,Merit Systems Protection Board,Salaries and Expenses,41-0100,FY2025-FY2026,2026,41-0100 25/26 - Salaries and Expenses,$23.1M,$50.6M,45.6%
Apr,2025,400 Years of African-American History Commission,Public Defender Service for the District of Columbia,Federal Payment to the District of Columbia Public Defender Serv,95-1733,FY2025,2025,95-1733 /25 - Federal Payment to the District of Columbia Public Defender Serv,$21.3M,$50.6M,42.0%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,No Year,No Year,33-0100 /X - Salaries and Expenses,$38.3M,$49.3M,77.8%
Apr,2025,400 Years of African-American History Commission,Surface Transportation Board,Salaries and Expenses,95-0301,FY2025,2025,95-0301 /25 - Salaries and Expenses,$25.8M,$47.5M,54.4%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2024,2024,95-2728 /24 - Operating Expenses,$9.0M,$47.2M,19.1%
Apr,2025,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Salaries and Expenses,95-0300,FY2025,2025,95-0300 /25 - Salaries and Expenses,$20.1M,$47.2M,42.6%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,"Repair, Restoration and Renovation of Buildings, National Galler",33-0201,No Year,No Year,"33-0201 /X - Repair, Restoration and Renovation of Buildings, National Galler",$37.5M,$47.0M,79.7%
Apr,2025,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2020,2020,95-0401 /20 - Intelligence Community Management Account,$46.7M,$46.9M,99.6%
Apr,2025,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Inspectors General Council Fund,95-4592,No Year,No Year,95-4592 /X - Inspectors General Council Fund,$34.7M,$46.8M,74.1%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2025-FY2026,2026,95-1712 25/26 - Federal Payment to the District of Columbia Courts,$46.1M,$46.8M,98.6%
Apr,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,No Year,No Year,95-0206 /X - International Broadcasting Operations,$18.3M,$45.8M,39.9%
Apr,2025,400 Years of African-American History Commission,Defense Nuclear Facilities Safety Board,Salaries and Expenses,95-3900,FY2025-FY2026,2026,95-3900 25/26 - Salaries and Expenses,$20.6M,$42.0M,49.1%
Apr,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,Broadcasting Capital Improvements,95-0204,No Year,No Year,95-0204 /X - Broadcasting Capital Improvements,$27.0M,$41.6M,64.9%
Apr,2025,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Resident Tuition Support,20-1736,No Year,No Year,20-1736 /X - Federal Payment for Resident Tuition Support,$0.0M,$40.0M,0.0%
Apr,2025,400 Years of African-American History Commission,Federal Maritime Commission,Salaries and Expenses,65-0100,FY2025,2025,65-0100 /25 - Salaries and Expenses,$19.6M,$38.1M,51.4%
Apr,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,No Year,No Year,95-1400 /X - Commodity Futures Trading Commission,$37.6M,$37.9M,99.4%
Apr,2025,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Waiver of 7 Day Period,60-0123,FY2020-FY2021,2021,60-0123 20/21 - Railroad Unemployment Insurance Waiver of 7 Day Period,$37.0M,$37.9M,97.8%
Apr,2025,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2024-FY2025,2025,11-1070 24/25 - High Intensity Drug Trafficking Areas Program,$14.3M,$37.2M,38.4%
Apr,2025,400 Years of African-American History Commission,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Trust Fund,95-8282,No Year,No Year,95-8282 /X - James Madison Memorial Fellowship Trust Fund,$34.9M,$36.8M,95.1%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2025,2025,95-2728 21/25 - Operating Expenses,$34.6M,$34.6M,100.0%
Apr,2025,400 Years of African-American History Commission,Barry Goldwater Scholarship and Excellence in Education Foundati,Barry Goldwater Scholarship and Excellence in Education Foundati,95-8281,No Year,No Year,95-8281 /X - Barry Goldwater Scholarship and Excellence in Education Foundati,$34.0M,$34.5M,98.5%
Apr,2025,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,12-46-0200,No Year,No Year,12-46-0200 /X - Appalachian Regional Commission,$31.5M,$32.8M,96.1%
Apr,2025,400 Years of African-American History Commission,Smithsonian Institution,"Operations and Maintenance, JFK Center for the Performing Arts",33-0302,FY2025-FY2026,2026,"33-0302 25/26 - Operations and Maintenance, JFK Center for the Performing Arts",$18.7M,$32.3M,58.0%
Apr,2025,400 Years of African-American History Commission,Office of Special Counsel,Salaries and Expenses,62-0100,FY2025,2025,62-0100 /25 - Salaries and Expenses,$14.5M,$31.7M,45.8%
Apr,2025,400 Years of African-American History Commission,Federal Financial Institutions Examination Council Appraisal Sub,Registry Fees,95-5026,No Year,No Year,95-5026 /X - Registry Fees,$25.9M,$31.2M,83.0%
Apr,2025,400 Years of African-American History Commission,Federal Labor Relations Authority,Salaries and Expenses,54-0100,FY2025,2025,54-0100 /25 - Salaries and Expenses,$13.0M,$29.6M,43.8%
Apr,2025,400 Years of African-American History Commission,National Railroad Passenger Corporation Office of Inspector Gene,Salaries and Expenses,48-2996,FY2025,2025,48-2996 /25 - Salaries and Expenses,$11.7M,$29.2M,40.0%
Apr,2025,400 Years of African-American History Commission,Election Assistance Commission,Salaries and Expenses,95-1650,FY2025,2025,95-1650 /25 - Salaries and Expenses,$14.8M,$27.7M,53.3%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,District of Columbia Judicial Retirement and Survivors Annuity F,20-8212,No Year,No Year,20-8212 /X - District of Columbia Judicial Retirement and Survivors Annuity F,$14.6M,$26.4M,55.4%
Apr,2025,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2013-FY2016,2016,"83-0100 13/16 - Program Account, Export-Import Loans",$26.2M,$26.2M,100.0%
Apr,2025,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,No Year,No Year,95-2728 /X - Operating Expenses,$21.6M,$25.9M,83.1%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024-FY2025,2025,95-1712 24/25 - Federal Payment to the District of Columbia Courts,$19.2M,$25.9M,74.2%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Trust Fund,88-8436,No Year,No Year,88-8436 /X - National Archives Trust Fund,$14.5M,$25.8M,56.4%
Apr,2025,400 Years of African-American History Commission,FSLIC Resolution,"Operating Account, FDIC",51-4067,No Year,No Year,"51-4067 /X - Operating Account, FDIC",$25.2M,$25.7M,98.0%
Apr,2025,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Judicial Retirement,20-1713,No Year,No Year,20-1713 /X - Federal Payment to the District of Columbia Judicial Retirement,$24.5M,$24.5M,100.0%
Apr,2025,400 Years of African-American History Commission,Harry S Truman Scholarship Foundation,Harry S Truman Memorial Scholarship Trust Fund,95-8296,No Year,No Year,95-8296 /X - Harry S Truman Memorial Scholarship Trust Fund,$23.1M,$24.5M,94.1%
Apr,2025,400 Years of African-American History Commission,Office of Government Ethics,Salaries and Expenses,95-1100,FY2025,2025,95-1100 /25 - Salaries and Expenses,$12.5M,$23.8M,52.7%
Apr,2025,400 Years of African-American History Commission,U.S. Agency for Global Media,Buying Power Maintenance,95-1147,No Year,No Year,95-1147 /X - Buying Power Maintenance,$22.5M,$22.5M,100.0%
Apr,2025,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Gift Fund,88-8127,No Year,No Year,88-8127 /X - National Archives Gift Fund,$16.9M,$22.4M,75.5%
Apr,2025,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,No Year,No Year,95-0310 /X - Salaries and Expenses,$11.7M,$21.2M,55.2%
Apr,2025,400 Years of African-American History Commission,Southwest Border Regional Commission,Southwest Border Regional Commission,95-1500,No Year,No Year,95-1500 /X - Southwest Border Regional Commission,$20.9M,$21.2M,98.4%
Apr,2025,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2024-FY2026,2026,95-1400 24/26 - Commodity Futures Trading Commission,$7.7M,$20.2M,38.3%
