Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Apr,2024,400 Years of African-American History Commission,Gulf Coast Ecosystem Restoration Council,Gulf Coast Ecosystem Restoration Council,95-1770,No Year,No Year,95-1770 /X - Gulf Coast Ecosystem Restoration Council,$335.6M,$485.4M,69.1%
Apr,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2024,2024,95-0206 /24 - International Broadcasting Operations,$45.4M,$458.0M,9.9%
Apr,2024,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,No Year,No Year,95-4331 /X - Presidio Trust,$330.9M,$457.2M,72.4%
Apr,2024,400 Years of African-American History Commission,Equal Employment Opportunity Commission,Salaries and Expenses,45-0100,FY2024,2024,45-0100 /24 - Salaries and Expenses,$192.8M,$455.0M,42.4%
Apr,2024,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,FY2024,2024,88-0300 /24 - Operating Expenses,$183.3M,$395.2M,46.4%
Apr,2024,400 Years of African-American History Commission,Federal Permitting Improvement Council,Environmental Review and Permitting Improvement Fund,95-5761,FY2023-FY2031,2031,95-5761 23/31 - Environmental Review and Permitting Improvement Fund,$296.7M,$331.9M,89.4%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,Facilities Capital,33-0103,No Year,No Year,33-0103 /X - Facilities Capital,$235.4M,$328.7M,71.6%
Apr,2024,400 Years of African-American History Commission,Institute of Museum and Library Services,Office of Museum and Library Services: Grants and Administration,53-0301,FY2024,2024,53-0301 /24 - Office of Museum and Library Services: Grants and Administration,$113.8M,$309.8M,36.7%
Apr,2024,400 Years of African-American History Commission,National Labor Relations Board,Salaries and Expenses,63-0100,FY2024,2024,63-0100 /24 - Salaries and Expenses,$132.9M,$299.2M,44.4%
Apr,2024,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2024-FY2025,2025,11-1070 24/25 - High Intensity Drug Trafficking Areas Program,$78.0M,$298.6M,26.1%
Apr,2024,400 Years of African-American History Commission,National Archives and Records Administration,Records Center Revolving Fund,88-4578,No Year,No Year,88-4578 /X - Records Center Revolving Fund,$154.2M,$295.6M,52.2%
Apr,2024,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2024,2024,95-1734 /24 - Federal Payment to the Court Services and Offender Supervision A,$152.0M,$279.7M,54.3%
Apr,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2024,2024,95-1400 /24 - Commodity Futures Trading Commission,$113.4M,$266.0M,42.6%
Apr,2024,400 Years of African-American History Commission,National Endowment for the Humanities,"National Endowment for the Humanities, Grants and Administration",43-0200,No Year,No Year,"43-0200 /X - National Endowment for the Humanities, Grants and Administration",$163.6M,$246.2M,66.5%
Apr,2024,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,No Year,No Year,95-3742 /X - Northern Border Regional Commission,$202.0M,$232.7M,86.8%
Apr,2024,400 Years of African-American History Commission,National Endowment for the Arts,National Endowment for the Arts,59-0100,No Year,No Year,59-0100 /X - National Endowment for the Arts,$168.5M,$227.7M,74.0%
Apr,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Enhanced Benefit Payments,60-0122,No Year,No Year,60-0122 /X - Railroad Unemployment Insurance Enhanced Benefit Payments,$225.4M,$225.4M,100.0%
Apr,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,No Year,No Year,"83-0100 /X - Program Account, Export-Import Loans",$196.8M,$208.8M,94.2%
Apr,2024,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,FY2022-FY2026,2026,95-4331 22/26 - Presidio Trust,$156.8M,$191.7M,81.8%
Apr,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2024,2024,"83-0100 /24 - Program Account, Export-Import Loans",$82.0M,$183.8M,44.6%
Apr,2024,400 Years of African-American History Commission,Federal Drug Control Programs,Other Federal Drug Control Programs,11-1460,No Year,No Year,11-1460 /X - Other Federal Drug Control Programs,$174.2M,$183.1M,95.1%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Payment to National Service Trust Fund,95-2726,No Year,No Year,95-2726 /X - Payment to National Service Trust Fund,$0.0M,$180.0M,0.0%
Apr,2024,400 Years of African-American History Commission,Delta Regional Authority,Delta Regional Authority,95-0750,No Year,No Year,95-0750 /X - Delta Regional Authority,$140.6M,$177.9M,79.0%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,"Salaries and Expenses, National Gallery of Art",33-0200,FY2024-FY2025,2025,"33-0200 24/25 - Salaries and Expenses, National Gallery of Art",$92.1M,$174.8M,52.7%
Apr,2024,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,FY2024,2024,60-8237 /24 - Limitation on Administration,$83.0M,$167.7M,49.5%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024,2024,95-1712 /24 - Federal Payment to the District of Columbia Courts,$25.6M,$159.9M,16.0%
Apr,2024,400 Years of African-American History Commission,Neighborhood Reinvestment Corporation,Payment to the Neighborhood Reinvestment Corporation,95-1350,FY2024,2024,95-1350 /24 - Payment to the Neighborhood Reinvestment Corporation,$0.0M,$158.0M,0.0%
Apr,2024,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2024,2024,61-0100 /24 - Salaries and Expenses,$74.3M,$151.8M,48.9%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2024,2024,95-2728 21/24 - Operating Expenses,$137.2M,$147.7M,92.9%
Apr,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Trust Fund,60-8051,No Year,No Year,60-8051 /X - Railroad Unemployment Insurance Trust Fund,$76.3M,$144.6M,52.7%
Apr,2024,400 Years of African-American History Commission,Denali Commission,Denali Commission,95-1200,No Year,No Year,95-1200 /X - Denali Commission,$120.8M,$143.6M,84.1%
Apr,2024,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,FY2024,2024,95-0310 /24 - Salaries and Expenses,$64.8M,$140.0M,46.3%
Apr,2024,400 Years of African-American History Commission,International Trade Commission,Salaries and Expenses,34-0100,No Year,No Year,34-0100 /X - Salaries and Expenses,$68.9M,$137.9M,49.9%
Apr,2024,400 Years of African-American History Commission,Farm Credit Administration,Limitation on Administrative Expenses,78-4131,No Year,No Year,78-4131 /X - Limitation on Administrative Expenses,$59.7M,$113.0M,52.8%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2023-FY2024,2024,33-0100 23/24 - Salaries and Expenses,$56.6M,$103.8M,54.5%
Apr,2024,400 Years of African-American History Commission,National Archives and Records Administration,Repairs and Restoration,88-0302,No Year,No Year,88-0302 /X - Repairs and Restoration,$81.1M,$101.9M,79.7%
Apr,2024,400 Years of African-American History Commission,Corporation for Travel Promotion,Travel Promotion Fund,95-5585,No Year,No Year,95-5585 /X - Travel Promotion Fund,$5.7M,$100.0M,5.7%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2024,2024,95-2722 /24 - Salaries and Expenses,$54.9M,$99.7M,55.1%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021,2021,95-2728 /21 - Operating Expenses,$86.4M,$86.5M,99.9%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment for Defender Services in District of Columbia Co,95-1736,No Year,No Year,95-1736 /X - Federal Payment for Defender Services in District of Columbia Co,$57.5M,$83.1M,69.1%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020,2020,95-2728 /20 - Operating Expenses,$81.7M,$82.7M,98.8%
Apr,2024,400 Years of African-American History Commission,Federal Election Commission,Salaries and Expenses,95-1600,FY2024,2024,95-1600 /24 - Salaries and Expenses,$35.1M,$80.9M,43.4%
Apr,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2024-FY2026,2026,95-1400 24/26 - Commodity Futures Trading Commission,$68.0M,$80.0M,85.0%
Apr,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2021,2021,95-0401 /21 - Intelligence Community Management Account,$68.0M,$68.1M,99.9%
Apr,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,No Year,No Year,95-1400 /X - Commodity Futures Trading Commission,$31.1M,$66.6M,46.6%
Apr,2024,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,No Year,No Year,88-0300 /X - Operating Expenses,$57.4M,$64.9M,88.5%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2022,2022,95-2728 /22 - Operating Expenses,$64.3M,$64.4M,99.8%
Apr,2024,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Court of Appeals for Veterans Claims Retirement Fund,95-8290,No Year,No Year,95-8290 /X - Court of Appeals for Veterans Claims Retirement Fund,$61.9M,$63.7M,97.2%
Apr,2024,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2020,2020,95-1651 /20 - Election Security Grants,$59.4M,$59.5M,99.8%
Apr,2024,400 Years of African-American History Commission,Federal Housing Finance Agency,Office of Inspector General,95-5564,No Year,No Year,95-5564 /X - Office of Inspector General,$29.9M,$57.9M,51.7%
Apr,2024,400 Years of African-American History Commission,Securities and Exchange Commission,Securities and Exchange Commission Reserve Fund,50-5566,No Year,No Year,50-5566 /X - Securities and Exchange Commission Reserve Fund,$33.1M,$55.7M,59.4%
Apr,2024,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2024,2024,95-1651 /24 - Election Security Grants,$2.0M,$55.0M,3.6%
Apr,2024,400 Years of African-American History Commission,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,95-3744,No Year,No Year,95-3744 /X - Southeast Crescent Regional Commission,$53.4M,$54.2M,98.5%
Apr,2024,400 Years of African-American History Commission,Federal Mediation and Conciliation Service,Salaries and Expenses,93-0100,FY2024,2024,93-0100 /24 - Salaries and Expenses,$27.3M,$53.8M,50.8%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,Capital Repair and Restoration,33-0303,No Year,No Year,33-0303 /X - Capital Repair and Restoration,$52.2M,$53.4M,97.8%
Apr,2024,400 Years of African-American History Commission,Federal Communications Commission,Secure and Trusted Communications Network Act Reimbursement Prog,27-1912,No Year,No Year,27-1912 /X - Secure and Trusted Communications Network Act Reimbursement Prog,$48.7M,$52.8M,92.4%
Apr,2024,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for School Improvement,20-1817,No Year,No Year,20-1817 /X - Federal Payment for School Improvement,$52.5M,$52.5M,100.0%
Apr,2024,400 Years of African-American History Commission,Merit Systems Protection Board,Salaries and Expenses,41-0100,FY2024-FY2025,2025,41-0100 24/25 - Salaries and Expenses,$24.7M,$51.5M,48.0%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2025,2025,95-2728 21/25 - Operating Expenses,$50.0M,$50.6M,98.7%
Apr,2024,400 Years of African-American History Commission,Public Defender Service for the District of Columbia,Federal Payment to the District of Columbia Public Defender Serv,95-1733,FY2024,2024,95-1733 /24 - Federal Payment to the District of Columbia Public Defender Serv,$22.4M,$50.6M,44.2%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2019,2019,95-2728 /19 - Operating Expenses,$48.5M,$48.5M,100.0%
Apr,2024,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,12-46-0200,No Year,No Year,12-46-0200 /X - Appalachian Regional Commission,$44.5M,$47.7M,93.3%
Apr,2024,400 Years of African-American History Commission,Surface Transportation Board,Salaries and Expenses,95-0301,FY2024,2024,95-0301 /24 - Salaries and Expenses,$26.7M,$47.5M,56.4%
Apr,2024,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Salaries and Expenses,95-0300,FY2024,2024,95-0300 /24 - Salaries and Expenses,$21.5M,$47.2M,45.5%
Apr,2024,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2023-FY2024,2024,11-1070 23/24 - High Intensity Drug Trafficking Areas Program,$18.4M,$43.5M,42.4%
Apr,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2023-FY2026,2026,"83-0100 23/26 - Program Account, Export-Import Loans",$15.0M,$42.9M,35.0%
Apr,2024,400 Years of African-American History Commission,Defense Nuclear Facilities Safety Board,Salaries and Expenses,95-3900,FY2024-FY2025,2025,95-3900 24/25 - Salaries and Expenses,$19.6M,$42.0M,46.7%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020-FY2024,2024,95-2728 20/24 - Operating Expenses,$37.1M,$40.0M,92.7%
Apr,2024,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Resident Tuition Support,20-1736,No Year,No Year,20-1736 /X - Federal Payment for Resident Tuition Support,$21.0M,$40.0M,52.5%
Apr,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2020,2020,95-0401 /20 - Intelligence Community Management Account,$40.0M,$40.0M,99.9%
Apr,2024,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Inspectors General Council Fund,95-4592,No Year,No Year,95-4592 /X - Inspectors General Council Fund,$26.4M,$39.7M,66.5%
Apr,2024,400 Years of African-American History Commission,Federal Maritime Commission,Salaries and Expenses,65-0100,FY2024,2024,65-0100 /24 - Salaries and Expenses,$20.7M,$38.1M,54.2%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2023-FY2024,2024,95-1712 23/24 - Federal Payment to the District of Columbia Courts,$28.1M,$37.9M,74.3%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,"Repair, Restoration and Renovation of Buildings, National Galler",33-0201,No Year,No Year,"33-0201 /X - Repair, Restoration and Renovation of Buildings, National Galler",$30.6M,$37.8M,80.9%
Apr,2024,400 Years of African-American History Commission,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Trust Fund,95-8282,No Year,No Year,95-8282 /X - James Madison Memorial Fellowship Trust Fund,$35.7M,$37.6M,94.9%
Apr,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Waiver of 7 Day Period,60-0123,FY2020-FY2021,2021,60-0123 20/21 - Railroad Unemployment Insurance Waiver of 7 Day Period,$37.0M,$37.1M,99.7%
Apr,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,No Year,No Year,95-0206 /X - International Broadcasting Operations,$28.6M,$36.8M,77.7%
Apr,2024,400 Years of African-American History Commission,United States Holocaust Memorial Museum,Holocaust Memorial Museum,95-3300,FY2024,2024,95-3300 /24 - Holocaust Memorial Museum,$10.4M,$36.6M,28.4%
Apr,2024,400 Years of African-American History Commission,Barry Goldwater Scholarship and Excellence in Education Foundati,Barry Goldwater Scholarship and Excellence in Education Foundati,95-8281,No Year,No Year,95-8281 /X - Barry Goldwater Scholarship and Excellence in Education Foundati,$32.5M,$33.0M,98.4%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,No Year,No Year,95-2728 /X - Operating Expenses,$29.0M,$32.8M,88.4%
Apr,2024,400 Years of African-American History Commission,Smithsonian Institution,"Operations and Maintenance, JFK Center for the Performing Arts",33-0302,FY2024-FY2025,2025,"33-0302 24/25 - Operations and Maintenance, JFK Center for the Performing Arts",$19.8M,$32.3M,61.4%
Apr,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,Broadcasting Capital Improvements,95-0204,No Year,No Year,95-0204 /X - Broadcasting Capital Improvements,$31.2M,$31.8M,97.9%
Apr,2024,400 Years of African-American History Commission,Office of Special Counsel,Salaries and Expenses,62-0100,FY2024,2024,62-0100 /24 - Salaries and Expenses,$14.4M,$31.6M,45.6%
Apr,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2021-FY2024,2024,95-2722 21/24 - Salaries and Expenses,$15.9M,$31.3M,50.6%
Apr,2024,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Emergency Planning and Security Costs in the,20-1771,No Year,No Year,20-1771 /X - Federal Payment for Emergency Planning and Security Costs in the,$15.7M,$30.0M,52.5%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024-FY2025,2025,95-1712 24/25 - Federal Payment to the District of Columbia Courts,$28.0M,$29.9M,93.8%
Apr,2024,400 Years of African-American History Commission,Federal Labor Relations Authority,Salaries and Expenses,54-0100,FY2024,2024,54-0100 /24 - Salaries and Expenses,$13.1M,$29.6M,44.4%
Apr,2024,400 Years of African-American History Commission,National Railroad Passenger Corporation Office of Inspector Gene,Salaries and Expenses,48-2996,FY2024,2024,48-2996 /24 - Salaries and Expenses,$11.1M,$29.2M,38.0%
Apr,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2019,2019,95-0401 /19 - Intelligence Community Management Account,$28.2M,$29.0M,97.4%
Apr,2024,400 Years of African-American History Commission,Election Assistance Commission,Salaries and Expenses,95-1650,FY2024,2024,95-1650 /24 - Salaries and Expenses,$15.8M,$27.7M,57.0%
Apr,2024,400 Years of African-American History Commission,Federal Financial Institutions Examination Council Appraisal Sub,Registry Fees,95-5026,No Year,No Year,95-5026 /X - Registry Fees,$22.7M,$26.8M,84.6%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Judicial Retirement,20-1713,No Year,No Year,20-1713 /X - Federal Payment to the District of Columbia Judicial Retirement,$26.2M,$26.2M,100.0%
Apr,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2013-FY2016,2016,"83-0100 13/16 - Program Account, Export-Import Loans",$26.2M,$26.2M,100.0%
Apr,2024,400 Years of African-American History Commission,District of Columbia Courts,District of Columbia Judicial Retirement and Survivors Annuity F,20-8212,No Year,No Year,20-8212 /X - District of Columbia Judicial Retirement and Survivors Annuity F,$14.6M,$25.4M,57.4%
Apr,2024,400 Years of African-American History Commission,FSLIC Resolution,"Operating Account, FDIC",51-4067,No Year,No Year,"51-4067 /X - Operating Account, FDIC",$25.1M,$25.3M,99.4%
Apr,2024,400 Years of African-American History Commission,Office of Government Ethics,Salaries and Expenses,95-1100,FY2024,2024,95-1100 /24 - Salaries and Expenses,$12.9M,$23.8M,54.4%
Apr,2024,400 Years of African-American History Commission,Harry S Truman Scholarship Foundation,Harry S Truman Memorial Scholarship Trust Fund,95-8296,No Year,No Year,95-8296 /X - Harry S Truman Memorial Scholarship Trust Fund,$21.1M,$22.3M,94.7%
Apr,2024,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2022-FY2024,2024,95-1734 22/24 - Federal Payment to the Court Services and Offender Supervision A,$21.9M,$22.1M,99.1%
Apr,2024,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Trust Fund,88-8436,No Year,No Year,88-8436 /X - National Archives Trust Fund,$14.2M,$21.7M,65.4%
Apr,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2022,2022,95-0401 /22 - Intelligence Community Management Account,$8.6M,$20.4M,42.0%
