Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Direct Loan Financi,12-4208,No Year,No Year,12-4208 /X - Rural Electrification and Telecommunications Direct Loan Financi,"$14,215.9M","$17,419.6M",81.6%
Jul,2013,Department of Agriculture,Food and Nutrition Service,"Food Stamp Program, Recovery Act",12-3542,FY2013,2013,"12-3542 /13 - Food Stamp Program, Recovery Act","$1,743.4M","$6,819.1M",25.6%
Jul,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2013-FY2014,2014,"12-3510 13/14 - Special Supplemental Nutrition Program for Women, Infants, and C",$55.7M,"$6,522.2M",0.9%
Jul,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2013,2013,12-1004 /13 - Farm Security and Rural Investment Programs,"$1,202.4M","$3,500.7M",34.3%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Guaranteed Loan Financing Account,12-4216,No Year,No Year,12-4216 /X - Rural Housing Insurance Fund Guaranteed Loan Financing Account,"$2,486.6M","$3,075.3M",80.9%
Jul,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2012-FY2013,2013,12-3505 12/13 - Supplemental Nutrition Assistance Program,"$2,790.0M","$2,790.0M",100.0%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,"$1,797.1M","$2,587.3M",69.5%
Jul,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Direct Loan Financing Account,12-4212,No Year,No Year,12-4212 /X - Agricultural Credit Insurance Fund Direct Loan Financing Account,$717.4M,"$2,581.2M",27.8%
Jul,2013,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,No Year,No Year,12-1115 /X - Wildland Fire Management,$502.2M,"$2,425.5M",20.7%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Direct Loan Financing Account,12-4215,No Year,No Year,12-4215 /X - Rural Housing Insurance Fund Direct Loan Financing Account,$627.0M,"$1,972.4M",31.8%
Jul,2013,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,$150.3M,"$1,843.6M",8.2%
Jul,2013,Department of Agriculture,Forest Service,National Forest System,12-1106,No Year,No Year,12-1106 /X - National Forest System,$567.8M,"$1,838.5M",30.9%
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Direct Loans Financing Account,12-4226,No Year,No Year,12-4226 /X - Rural Water and Waste Disposal Direct Loans Financing Account,$665.4M,"$1,658.8M",40.1%
Jul,2013,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2013,2013,12-1400 /13 - Salaries and Expenses,$490.9M,"$1,322.1M",37.1%
Jul,2013,Department of Agriculture,Executive Operations,Working Capital Fund,12-4609,No Year,No Year,12-4609 /X - Working Capital Fund,$414.2M,"$1,200.0M",34.5%
Jul,2013,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$530.3M,"$1,195.9M",44.3%
Jul,2013,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,"$1,150.0M","$1,150.0M",100.0%
Jul,2013,Department of Agriculture,Agricultural Marketing Service,"Funds for Strengthening Markets, Income, and Supply (section 32)",12-5209,No Year,No Year,"12-5209 /X - Funds for Strengthening Markets, Income, and Supply (section 32)",$397.2M,$995.2M,39.9%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,72-12-2278,No Year,No Year,72-12-2278 /X - Food for Peace Title II Grants,$328.6M,$957.6M,34.3%
Jul,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2013,2013,12-3700 /13 - Salaries and Expenses,$191.3M,$943.9M,20.3%
Jul,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2012-FY2013,2013,12-3539 12/13 - State Child Nutrition Programs,$31.4M,$885.8M,3.5%
Jul,2013,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2013,2013,12-0137 /13 - Rental Assistance Program,$3.4M,$837.1M,0.4%
Jul,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2013-FY2014,2014,12-1000 13/14 - Conservation Operations,$223.0M,$833.7M,26.8%
Jul,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2013,2013,12-0600 /13 - Salaries and Expenses,$147.6M,$817.3M,18.1%
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$568.2M,$792.8M,71.7%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,No Year,No Year,12-2278 /X - Food for Peace Title II Grants,$297.4M,$755.7M,39.4%
Jul,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,No Year,No Year,12-0600 /X - Salaries and Expenses,$128.6M,$736.8M,17.4%
Jul,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,No Year,No Year,12-1600 /X - Salaries and Expenses,$381.4M,$736.2M,51.8%
Jul,2013,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2013,2013,12-0403 /13 - Salaries and Expenses,$131.6M,$633.1M,20.8%
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Program Account,12-1980,No Year,No Year,12-1980 /X - Rural Water and Waste Disposal Program Account,$353.3M,$629.3M,56.1%
Jul,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,No Year,No Year,12-1500 /X - Research and Education Activities,$397.2M,$564.3M,70.4%
Jul,2013,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$469.6M,$557.5M,84.2%
Jul,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2013,2013,12-1140 /13 - Agricultural Credit Insurance Fund Program Account,$52.7M,$554.3M,9.5%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Guaranteed Loans Financing Account,12-4227,No Year,No Year,12-4227 /X - Rural Business and Industry Guaranteed Loans Financing Account,$381.7M,$546.0M,69.9%
Jul,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2013,2013,12-1600 /13 - Salaries and Expenses,$114.7M,$531.2M,21.6%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$507.7M,$527.3M,96.3%
Jul,2013,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,No Year,No Year,12-1103 /X - Capital Improvement and Maintenance,$214.0M,$498.2M,43.0%
Jul,2013,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$297.0M,$491.8M,60.4%
Jul,2013,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,No Year,No Year,12-1105 /X - State and Private Forestry,$283.5M,$462.6M,61.3%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2013,2013,12-2081 /13 - Rural Housing Insurance Fund Program Account,$24.1M,$447.3M,5.4%
Jul,2013,Department of Agriculture,Forest Service,Cooperative Work Trust Fund,12-8028,No Year,No Year,12-8028 /X - Cooperative Work Trust Fund,$373.4M,$446.8M,83.6%
Jul,2013,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2013,2013,12-0502 /13 - Extension Activities,$64.6M,$446.7M,14.5%
Jul,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2012-FY2013,2013,"12-3510 12/13 - Special Supplemental Nutrition Program for Women, Infants, and C",$9.5M,$428.5M,2.2%
Jul,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2013,2013,12-1500 /13 - Research and Education Activities,$318.5M,$406.9M,78.3%
Jul,2013,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,No Year,No Year,12-1104 /X - Forest and Rangeland Research,$149.8M,$398.7M,37.6%
Jul,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$233.3M,$369.9M,63.1%
Jul,2013,Department of Agriculture,Forest Service,Working Capital Fund,12-4605,No Year,No Year,12-4605 /X - Working Capital Fund,$154.0M,$362.3M,42.5%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$349.9M,$353.0M,99.1%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2013,2013,12-2900 /13 - Salaries and Expenses,$158.5M,$347.2M,45.6%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$326.6M,$335.8M,97.3%
Jul,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$119.0M,$332.5M,35.8%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$322.0M,$322.0M,100.0%
Jul,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$206.0M,$307.4M,67.0%
Jul,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$230.9M,$281.2M,82.1%
Jul,2013,Department of Agriculture,Departmental Management,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$52.8M,$280.2M,18.8%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$227.6M,$277.9M,81.9%
Jul,2013,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2013-FY2014,2014,12-3507 13/14 - Commodity Assistance Program,$3.1M,$265.8M,1.2%
Jul,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$137.2M,$262.3M,52.3%
Jul,2013,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$117.9M,$248.2M,47.5%
Jul,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$49.0M,$232.7M,21.0%
Jul,2013,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$215.3M,$232.7M,92.5%
Jul,2013,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$175.8M,$214.6M,81.9%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$195.6M,$210.6M,92.9%
Jul,2013,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$111.7M,$198.7M,56.2%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$142.8M,$198.2M,72.1%
Jul,2013,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2013,2013,12-3508 /13 - Nutrition Programs Administration,$35.2M,$140.1M,25.2%
Jul,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2013,2013,12-1801 /13 - National Agricultural Statistics Service,$22.4M,$138.4M,16.2%
Jul,2013,Department of Agriculture,Forest Service,FLAME Wildfire Suppression Reserve Fund,12-1120,No Year,No Year,12-1120 /X - FLAME Wildfire Suppression Reserve Fund,$133.5M,$133.5M,100.0%
Jul,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2013,2013,12-2500 /13 - Marketing Services,$22.5M,$125.9M,17.9%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$118.8M,$124.6M,95.4%
Jul,2013,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$72.6M,$123.1M,59.0%
Jul,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$22.3M,$112.6M,19.8%
Jul,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$66.7M,$103.9M,64.2%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$48.6M,$103.4M,47.0%
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$85.5M,$99.5M,86.0%
Jul,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2012-FY2013,2013,12-1000 12/13 - Conservation Operations,$40.5M,$94.2M,43.0%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$87.4M,$91.8M,95.2%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$61.0M,$91.2M,66.9%
Jul,2013,Department of Agriculture,Office of Inspector General,Office of the Inspector General,12-0900,FY2013,2013,12-0900 /13 - Office of the Inspector General,$19.6M,$89.9M,21.8%
Jul,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$73.5M,$89.9M,81.8%
Jul,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$79.1M,$87.6M,90.3%
Jul,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$40.4M,$85.1M,47.4%
Jul,2013,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2013,2013,12-1701 /13 - Economic Research Service,$22.1M,$79.1M,27.9%
Jul,2013,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$53.3M,$78.2M,68.1%
Jul,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,No Year,No Year,12-1004 /X - Farm Security and Rural Investment Programs,$40.5M,$77.4M,52.4%
Jul,2013,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$73.5M,$76.2M,96.3%
Jul,2013,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$49.6M,$74.5M,66.5%
Jul,2013,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2013,2013,12-2707 /13 - Administrative and Operating Expenses,$15.6M,$72.9M,21.5%
Jul,2013,Department of Agriculture,Departmental Management,Office of the Chief Information Officer,12-0013,FY2013,2013,12-0013 /13 - Office of the Chief Information Officer,$18.2M,$72.6M,25.1%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$55.8M,$68.9M,81.0%
Jul,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$10.4M,$67.0M,15.6%
Jul,2013,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$63.1M,$66.4M,94.9%
Jul,2013,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$45.8M,$63.0M,72.7%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$62.1M,$62.1M,100.0%
Jul,2013,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$33.4M,$59.8M,55.8%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$39.5M,$56.1M,70.4%
Jul,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$43.2M,$54.9M,78.6%
Jul,2013,Department of Agriculture,Forest Service,"Roads and Trails for States, National Forests Fund",12-5203,No Year,No Year,"12-5203 /X - Roads and Trails for States, National Forests Fund",$54.2M,$54.2M,100.0%
Jul,2013,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2013,2013,12-2501 /13 - Payments to States and Possessions,$53.0M,$53.5M,99.0%
Jul,2013,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$47.0M,$52.3M,89.9%
Jul,2013,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2013,2013,12-2300 /13 - Office of the General Counsel,$10.0M,$47.8M,20.9%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$36.0M,$45.2M,79.7%
Jul,2013,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$28.1M,$40.8M,68.9%
Jul,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$40.7M,$40.7M,100.0%
Jul,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$40.0M,$40.0M,100.0%
Jul,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2013,2013,12-2400 /13 - Salaries and Expenses,$9.9M,$39.4M,25.1%
Jul,2013,Department of Agriculture,Departmental Management,Departmental Administration,12-0120,FY2013,2013,12-0120 /13 - Departmental Administration,$7.5M,$39.1M,19.2%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,No Year,No Year,12-2081 /X - Rural Housing Insurance Fund Program Account,$23.8M,$38.8M,61.3%
Jul,2013,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$11.1M,$36.4M,30.4%
Jul,2013,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$17.3M,$36.2M,47.9%
Jul,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$31.7M,$35.4M,89.4%
Jul,2013,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$13.5M,$34.8M,38.6%
Jul,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2013,2013,12-1230 /13 - Rural Electrification and Telecommunications Loans Program Accou,$0.0M,$33.5M,0.0%
