Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2016,Department of Agriculture,Buildings and Facilities,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$34.6M,$84.2M,41.1%
May,2016,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$74.1M,$82.9M,89.5%
May,2016,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2016,2016,12-2707 /16 - Administrative and Operating Expenses,$31.9M,$82.8M,38.6%
May,2016,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$47.2M,$81.7M,57.8%
May,2016,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,No Year,No Year,12-0502 /X - Extension Activities,$57.1M,$78.4M,72.8%
May,2016,Department of Agriculture,Office of Chief Information Officer,Office of the Chief Information Officer,12-0013,FY2016,2016,12-0013 /16 - Office of the Chief Information Officer,$19.6M,$78.4M,25.0%
May,2016,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2016,2016,12-2501 /16 - Payments to States and Possessions,$72.7M,$73.7M,98.6%
May,2016,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$67.9M,$70.5M,96.3%
May,2016,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$54.8M,$70.1M,78.2%
May,2016,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$62.2M,$66.3M,93.8%
May,2016,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$42.7M,$63.4M,67.3%
May,2016,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$60.7M,$62.0M,97.8%
May,2016,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$52.6M,$62.0M,84.9%
May,2016,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$52.2M,$58.6M,89.0%
May,2016,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$57.8M,$58.0M,99.6%
May,2016,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$46.7M,$57.1M,81.7%
May,2016,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2015-FY2016,2016,12-3507 15/16 - Commodity Assistance Program,$9.6M,$55.0M,17.4%
May,2016,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2016,2016,12-2300 /16 - Office of the General Counsel,$16.6M,$48.3M,34.4%
May,2016,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$21.0M,$47.5M,44.2%
May,2016,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,No Year,No Year,"12-1502 /X - Integrated Research, Education, and Extension Competitive Grants",$26.1M,$47.1M,55.3%
May,2016,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$5.5M,$45.5M,12.0%
May,2016,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$18.5M,$44.3M,41.7%
May,2016,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$35.7M,$43.6M,81.9%
May,2016,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2016,2016,12-2400 /16 - Salaries and Expenses,$15.3M,$43.3M,35.3%
May,2016,Department of Agriculture,Farm Service Agency,Agriculture Wool Apparel Manufacturers Trust Fund,12-5636,No Year,No Year,12-5636 /X - Agriculture Wool Apparel Manufacturers Trust Fund,$14.6M,$42.4M,34.4%
May,2016,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2015-FY2016,2016,12-3505 15/16 - Supplemental Nutrition Assistance Program,$7.7M,$39.9M,19.3%
May,2016,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$30.0M,$38.8M,77.4%
May,2016,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$22.8M,$38.5M,59.1%
May,2016,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$15.9M,$38.0M,41.9%
May,2016,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$34.3M,$37.6M,91.2%
May,2016,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$18.1M,$37.5M,48.3%
May,2016,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,No Year,No Year,12-2081 /X - Rural Housing Insurance Fund Program Account,$26.4M,$36.9M,71.6%
May,2016,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,No Year,No Year,12-1400 /X - Salaries and Expenses,$31.2M,$36.4M,85.9%
May,2016,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$19.1M,$36.0M,53.1%
May,2016,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2016,2016,12-1230 /16 - Rural Electrification and Telecommunications Loans Program Accou,$0.1M,$34.8M,0.2%
May,2016,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$27.3M,$34.0M,80.3%
May,2016,Department of Agriculture,Forest Service,Stewardship Contracting Product Sales,12-5540,No Year,No Year,12-5540 /X - Stewardship Contracting Product Sales,$28.6M,$34.0M,84.2%
May,2016,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,No Year,No Year,12-1002 /X - Watershed Rehabilitation Program,$28.0M,$33.5M,83.7%
