Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund,96-8217,No Year,No Year,96-8217 /X - South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund,$13.8M,$20.3M,67.9%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Regulatory Program,96-3126,No Year,No Year,96-3126 /X - Regulatory Program,$10.6M,$12.8M,82.4%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,"Payments to States, Flood Control Act of 1954",96-5090,No Year,No Year,"96-5090 /X - Payments to States, Flood Control Act of 1954",$0.0M,$11.6M,0.0%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Maintenance and Operation of Dams and Other Improvements of Navi,96-5125,No Year,No Year,96-5125 /X - Maintenance and Operation of Dams and Other Improvements of Navi,$10.7M,$10.9M,98.2%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Expenses,96-3124,No Year,No Year,96-3124 /X - Expenses,$7.5M,$8.2M,91.0%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Regulatory Program,96-3126,FY2012-FY2013,2013,96-3126 12/13 - Regulatory Program,$3.8M,$7.1M,54.0%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Expenses,96-3124,FY2012-FY2013,2013,96-3124 12/13 - Expenses,$5.5M,$6.9M,80.2%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Office of the Assistant Secretary of the Army for Civil Works,96-3132,FY2013-FY2014,2014,96-3132 13/14 - Office of the Assistant Secretary of the Army for Civil Works,$0.0M,$2.4M,0.0%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Office of the Assistant Secretary of the Army for Civil Works,96-3132,FY2012-FY2013,2013,96-3132 12/13 - Office of the Assistant Secretary of the Army for Civil Works,$1.8M,$1.8M,100.0%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Inland Waterways Trust Fund,96-96-8861,No Year,No Year,96-96-8861 /X - Inland Waterways Trust Fund,$0.3M,$0.5M,64.5%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,"Hydraulic Mining in California, Debris Fund",96-5066,No Year,No Year,"96-5066 /X - Hydraulic Mining in California, Debris Fund",$0.2M,$0.3M,76.1%
Jan,2013,Corps of Engineers-Civil Works,Corps of Engineers--Civil Works,Washington Aqueduct,96-3128,No Year,No Year,96-3128 /X - Washington Aqueduct,$0.0M,$0.0M,28.6%
Jan,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2013,2013,12-3505 /13 - Supplemental Nutrition Assistance Program,"$17,689.5M","$44,336.5M",39.9%
Jan,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Fund,12-4336,No Year,No Year,12-4336 /X - Commodity Credit Corporation Fund,"$14,464.3M","$21,803.8M",66.3%
Jan,2013,Department of Agriculture,Risk Management Agency,Federal Crop Insurance Corporation Fund,12-4085,No Year,No Year,12-4085 /X - Federal Crop Insurance Corporation Fund,"$5,671.1M","$17,582.1M",32.3%
Jan,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2014,2014,12-3539 13/14 - State Child Nutrition Programs,"$5,615.5M","$16,187.9M",34.7%
Jan,2013,Department of Agriculture,Agricultural Marketing Service,"Funds for Strengthening Markets, Income, and Supply (section 32)",12-5209,No Year,No Year,"12-5209 /X - Funds for Strengthening Markets, Income, and Supply (section 32)","$8,694.5M","$9,076.9M",95.8%
Jan,2013,Department of Agriculture,Food and Nutrition Service,"Food Stamp Program, Recovery Act",12-3542,FY2013,2013,"12-3542 /13 - Food Stamp Program, Recovery Act","$4,749.2M","$6,819.1M",69.6%
Jan,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Direct Loan Financi,12-4208,No Year,No Year,12-4208 /X - Rural Electrification and Telecommunications Direct Loan Financi,"$3,959.5M","$4,611.1M",85.9%
Jan,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2013-FY2014,2014,"12-3510 13/14 - Special Supplemental Nutrition Program for Women, Infants, and C",$33.6M,"$3,877.2M",0.9%
Jan,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2013,2013,12-1004 /13 - Farm Security and Rural Investment Programs,"$1,915.5M","$2,889.2M",66.3%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Guaranteed Loan Financing Account,12-4216,No Year,No Year,12-4216 /X - Rural Housing Insurance Fund Guaranteed Loan Financing Account,"$2,233.4M","$2,467.9M",90.5%
Jan,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Direct Loan Financing Account,12-4212,No Year,No Year,12-4212 /X - Agricultural Credit Insurance Fund Direct Loan Financing Account,$861.0M,"$1,476.6M",58.3%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Direct Loan Financing Account,12-4215,No Year,No Year,12-4215 /X - Rural Housing Insurance Fund Direct Loan Financing Account,$811.8M,"$1,396.2M",58.1%
Jan,2013,Department of Agriculture,Forest Service,Wildland Fire Management,12-1115,No Year,No Year,12-1115 /X - Wildland Fire Management,$712.0M,"$1,257.4M",56.6%
Jan,2013,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$967.9M,"$1,195.9M",80.9%
Jan,2013,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,"$1,150.0M","$1,150.0M",100.0%
Jan,2013,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,$616.9M,"$1,081.8M",57.0%
Jan,2013,Department of Agriculture,Forest Service,National Forest System,12-1106,No Year,No Year,12-1106 /X - National Forest System,$600.1M,"$1,036.4M",57.9%
Jan,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Direct Loans Financing Account,12-4226,No Year,No Year,12-4226 /X - Rural Water and Waste Disposal Direct Loans Financing Account,$732.0M,$992.0M,73.8%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,$641.1M,$877.0M,73.1%
Jan,2013,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2013,2013,12-1400 /13 - Salaries and Expenses,$465.2M,$783.9M,59.3%
Jan,2013,Department of Agriculture,Executive Operations,Working Capital Fund,12-4609,No Year,No Year,12-4609 /X - Working Capital Fund,$422.3M,$678.4M,62.2%
Jan,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$596.2M,$641.2M,93.0%
Jan,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2012-FY2013,2013,12-3539 12/13 - State Child Nutrition Programs,$461.9M,$631.5M,73.1%
Jan,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,No Year,No Year,12-1600 /X - Salaries and Expenses,$439.2M,$553.4M,79.4%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Guaranteed Loans Financing Account,12-4227,No Year,No Year,12-4227 /X - Rural Business and Industry Guaranteed Loans Financing Account,$494.1M,$548.1M,90.2%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,72-12-2278,No Year,No Year,72-12-2278 /X - Food for Peace Title II Grants,$387.9M,$487.1M,79.6%
Jan,2013,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$444.9M,$472.7M,94.1%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,No Year,No Year,12-2278 /X - Food for Peace Title II Grants,$288.6M,$472.0M,61.1%
Jan,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2013,2013,12-3700 /13 - Salaries and Expenses,$166.6M,$464.5M,35.9%
Jan,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2013,2013,12-0600 /13 - Salaries and Expenses,$178.8M,$458.7M,39.0%
Jan,2013,Department of Agriculture,Forest Service,Cooperative Work Trust Fund,12-8028,No Year,No Year,12-8028 /X - Cooperative Work Trust Fund,$428.6M,$445.8M,96.1%
Jan,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$367.1M,$442.0M,83.0%
Jan,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2013-FY2014,2014,12-1000 13/14 - Conservation Operations,$162.7M,$423.5M,38.4%
Jan,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,No Year,No Year,12-1500 /X - Research and Education Activities,$276.2M,$353.8M,78.1%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$351.4M,$353.0M,99.6%
Jan,2013,Department of Agriculture,Forest Service,Working Capital Fund,12-4605,No Year,No Year,12-4605 /X - Working Capital Fund,$248.0M,$350.9M,70.7%
Jan,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,No Year,No Year,12-0600 /X - Salaries and Expenses,$79.2M,$336.6M,23.5%
Jan,2013,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2013,2013,12-0403 /13 - Salaries and Expenses,$131.1M,$320.2M,40.9%
Jan,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$242.8M,$319.1M,76.1%
Jan,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2013,2013,12-1600 /13 - Salaries and Expenses,$136.0M,$311.3M,43.7%
Jan,2013,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2013,2013,12-0137 /13 - Rental Assistance Program,$16.0M,$299.0M,5.4%
Jan,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Program Account,12-1980,No Year,No Year,12-1980 /X - Rural Water and Waste Disposal Program Account,$248.3M,$286.6M,86.7%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$278.9M,$278.9M,100.0%
Jan,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$118.3M,$273.0M,43.3%
Jan,2013,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,No Year,No Year,12-1103 /X - Capital Improvement and Maintenance,$192.3M,$272.7M,70.5%
Jan,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$244.1M,$266.7M,91.5%
Jan,2013,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$221.6M,$245.3M,90.3%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$243.5M,$244.7M,99.5%
Jan,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2012-FY2013,2013,"12-3510 12/13 - Special Supplemental Nutrition Program for Women, Infants, and C",$108.9M,$238.9M,45.6%
Jan,2013,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$185.4M,$236.4M,78.4%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2013,2013,12-2081 /13 - Rural Housing Insurance Fund Program Account,$6.5M,$233.5M,2.8%
Jan,2013,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,No Year,No Year,12-1105 /X - State and Private Forestry,$188.6M,$229.7M,82.1%
Jan,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$210.0M,$223.7M,93.9%
Jan,2013,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2013,2013,12-0502 /13 - Extension Activities,$216.7M,$223.7M,96.9%
Jan,2013,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,No Year,No Year,12-1104 /X - Forest and Rangeland Research,$131.1M,$221.8M,59.1%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2013,2013,12-2900 /13 - Salaries and Expenses,$145.9M,$220.6M,66.1%
Jan,2013,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$199.5M,$202.6M,98.4%
Jan,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2013,2013,12-1140 /13 - Agricultural Credit Insurance Fund Program Account,$71.4M,$197.9M,36.1%
Jan,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2013,2013,12-1500 /13 - Research and Education Activities,$186.8M,$193.8M,96.4%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$181.3M,$193.1M,93.9%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$173.7M,$192.1M,90.4%
Jan,2013,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$159.2M,$182.2M,87.4%
Jan,2013,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$81.8M,$161.1M,50.8%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$96.4M,$155.2M,62.1%
Jan,2013,Department of Agriculture,Departmental Management,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$26.3M,$138.3M,19.0%
Jan,2013,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2013-FY2014,2014,12-3507 13/14 - Commodity Assistance Program,$4.6M,$126.4M,3.6%
Jan,2013,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$109.8M,$121.0M,90.8%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$120.6M,$120.6M,100.0%
Jan,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$62.6M,$109.6M,57.1%
Jan,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$79.9M,$99.6M,80.1%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$97.1M,$98.7M,98.4%
Jan,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2012-FY2013,2013,12-1000 12/13 - Conservation Operations,$62.8M,$90.5M,69.4%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$83.0M,$87.1M,95.3%
Jan,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$36.3M,$84.3M,43.1%
Jan,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$63.2M,$81.4M,77.6%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$74.6M,$80.9M,92.2%
Jan,2013,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$76.1M,$76.2M,99.8%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$74.2M,$74.2M,100.0%
Jan,2013,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$66.7M,$72.1M,92.5%
Jan,2013,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2013,2013,12-3508 /13 - Nutrition Programs Administration,$26.0M,$66.6M,39.0%
Jan,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2013,2013,12-2500 /13 - Marketing Services,$24.2M,$65.2M,37.2%
Jan,2013,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$52.3M,$64.4M,81.3%
Jan,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2013,2013,12-1801 /13 - National Agricultural Statistics Service,$21.9M,$61.2M,35.7%
Jan,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$52.7M,$58.8M,89.7%
Jan,2013,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$53.2M,$53.2M,100.0%
Jan,2013,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$50.8M,$52.3M,97.1%
Jan,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$47.6M,$51.6M,92.1%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$39.3M,$46.8M,84.0%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$31.0M,$43.0M,72.0%
Jan,2013,Department of Agriculture,Office of Inspector General,Office of the Inspector General,12-0900,FY2013,2013,12-0900 /13 - Office of the Inspector General,$11.8M,$42.3M,27.8%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$40.7M,$40.7M,100.0%
Jan,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$40.0M,$40.0M,100.0%
Jan,2013,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2013,2013,12-1701 /13 - Economic Research Service,$16.7M,$39.0M,42.9%
Jan,2013,Department of Agriculture,Forest Service,"Roads and Trails for States, National Forests Fund",12-5203,No Year,No Year,"12-5203 /X - Roads and Trails for States, National Forests Fund",$36.9M,$36.9M,100.0%
Jan,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$19.4M,$36.5M,53.1%
Jan,2013,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2013,2013,12-2707 /13 - Administrative and Operating Expenses,$15.8M,$36.5M,43.4%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$34.3M,$35.3M,97.1%
Jan,2013,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$33.3M,$35.2M,94.5%
Jan,2013,Department of Agriculture,Departmental Management,Office of the Chief Information Officer,12-0013,FY2013,2013,12-0013 /13 - Office of the Chief Information Officer,$15.4M,$34.9M,44.1%
Jan,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Miscellaneous Contributed Funds,12-8226,No Year,No Year,12-8226 /X - Miscellaneous Contributed Funds,$28.8M,$32.4M,89.0%
Jan,2013,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$25.2M,$30.8M,81.6%
Jan,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2012-FY2013,2013,12-2900 12/13 - Salaries and Expenses,$23.3M,$30.1M,77.4%
Jan,2013,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$26.4M,$28.7M,92.2%
Jan,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$24.6M,$28.7M,85.7%
Jan,2013,Department of Agriculture,Forest Service,"Timber Roads, Purchaser Elections",12-5202,No Year,No Year,"12-5202 /X - Timber Roads, Purchaser Elections",$28.2M,$28.2M,100.0%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,No Year,No Year,12-2081 /X - Rural Housing Insurance Fund Program Account,$25.5M,$28.0M,91.1%
Jan,2013,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$27.6M,$27.6M,100.0%
Jan,2013,Department of Agriculture,Forest Service,Timber Sales Pipeline Restoration Fund,12-5264,No Year,No Year,12-5264 /X - Timber Sales Pipeline Restoration Fund,$23.5M,$27.0M,86.9%
Jan,2013,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$17.2M,$23.6M,72.8%
Jan,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$22.4M,$22.4M,100.0%
Jan,2013,Department of Agriculture,Rural Utilities Service,High Energy Cost Grants,12-2042,No Year,No Year,12-2042 /X - High Energy Cost Grants,$20.1M,$22.4M,89.4%
Jan,2013,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$20.2M,$21.7M,93.5%
Jan,2013,Department of Agriculture,Forest Service,Stewardship Contracting Product Sales,12-5540,No Year,No Year,12-5540 /X - Stewardship Contracting Product Sales,$20.2M,$20.3M,99.4%
Jan,2013,Department of Agriculture,Departmental Management,Departmental Administration,12-0120,FY2013,2013,12-0120 /13 - Departmental Administration,$8.6M,$19.9M,43.2%
Jan,2013,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2013,2013,12-2300 /13 - Office of the General Counsel,$4.8M,$19.8M,24.2%
Jan,2013,Department of Agriculture,Forest Service,Operations and Maintenance of Quarters,12-5219,No Year,No Year,12-5219 /X - Operations and Maintenance of Quarters,$16.2M,$18.7M,86.8%
Jan,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2013,2013,12-2400 /13 - Salaries and Expenses,$7.4M,$18.5M,40.0%
