Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Jan,2023,400 Years of African-American History Commission,Federal Trade Commission,Salaries and Expenses,29-0100,No Year,No Year,29-0100 /X - Salaries and Expenses,$372.4M,$485.5M,76.7%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2024,2024,95-2728 21/24 - Operating Expenses,$449.5M,$475.6M,94.5%
Jan,2023,400 Years of African-American History Commission,Equal Employment Opportunity Commission,Salaries and Expenses,45-0100,FY2023,2023,45-0100 /23 - Salaries and Expenses,$333.3M,$455.0M,73.2%
Jan,2023,400 Years of African-American History Commission,Federal Housing Finance Agency,"Federal Housing Finance Agency, Administrative Expenses",95-5532,No Year,No Year,"95-5532 /X - Federal Housing Finance Agency, Administrative Expenses",$272.7M,$429.1M,63.5%
Jan,2023,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,No Year,No Year,95-4331 /X - Presidio Trust,$354.4M,$426.4M,83.1%
Jan,2023,400 Years of African-American History Commission,National Credit Union Administration,Operating Fund,25-4056,No Year,No Year,25-4056 /X - Operating Fund,$280.3M,$406.3M,69.0%
Jan,2023,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,FY2023,2023,88-0300 /23 - Operating Expenses,$285.1M,$399.0M,71.4%
Jan,2023,400 Years of African-American History Commission,Federal Permitting Improvement Council,Environmental Review and Permitting Improvement Fund,95-5761,FY2023-FY2031,2031,95-5761 23/31 - Environmental Review and Permitting Improvement Fund,$350.0M,$350.0M,100.0%
Jan,2023,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2023,2023,95-1400 /23 - Commodity Futures Trading Commission,$235.8M,$326.3M,72.2%
Jan,2023,400 Years of African-American History Commission,Institute of Museum and Library Services,Office of Museum and Library Services: Grants and Administration,53-0301,FY2023,2023,53-0301 /23 - Office of Museum and Library Services: Grants and Administration,$304.3M,$309.8M,98.2%
Jan,2023,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2023-FY2024,2024,11-1070 23/24 - High Intensity Drug Trafficking Areas Program,$302.0M,$302.0M,100.0%
Jan,2023,400 Years of African-American History Commission,National Labor Relations Board,Salaries and Expenses,63-0100,FY2023,2023,63-0100 /23 - Salaries and Expenses,$214.9M,$299.2M,71.8%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2023-FY2024,2024,33-0100 23/24 - Salaries and Expenses,$32.4M,$284.0M,11.4%
Jan,2023,400 Years of African-American History Commission,Nuclear Regulatory Commission,Nuclear Facilities Fees Fund,31-5280,No Year,No Year,31-5280 /X - Nuclear Facilities Fees Fund,$273.8M,$273.8M,100.0%
Jan,2023,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission Customer Protection Fund,95-4334,No Year,No Year,95-4334 /X - Commodity Futures Trading Commission Customer Protection Fund,$272.1M,$273.4M,99.5%
Jan,2023,400 Years of African-American History Commission,National Archives and Records Administration,Records Center Revolving Fund,88-4578,No Year,No Year,88-4578 /X - Records Center Revolving Fund,$186.0M,$260.1M,71.5%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Payment to National Service Trust Fund,95-2726,No Year,No Year,95-2726 /X - Payment to National Service Trust Fund,$189.8M,$230.0M,82.5%
Jan,2023,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2023,2023,95-0206 /23 - International Broadcasting Operations,$40.0M,$226.9M,17.6%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Enhanced Benefit Payments,60-0122,No Year,No Year,60-0122 /X - Railroad Unemployment Insurance Enhanced Benefit Payments,$225.1M,$225.1M,100.0%
Jan,2023,400 Years of African-American History Commission,National Endowment for the Arts,National Endowment for the Arts,59-0100,No Year,No Year,59-0100 /X - National Endowment for the Arts,$198.1M,$220.4M,89.9%
Jan,2023,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2023,2023,95-0401 /23 - Intelligence Community Management Account,$69.5M,$215.3M,32.3%
Jan,2023,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,No Year,No Year,95-3742 /X - Northern Border Regional Commission,$194.6M,$213.1M,91.3%
Jan,2023,400 Years of African-American History Commission,Federal Drug Control Programs,Other Federal Drug Control Programs,11-1460,No Year,No Year,11-1460 /X - Other Federal Drug Control Programs,$172.0M,$180.9M,95.1%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,"Salaries and Expenses, National Gallery of Art",33-0200,FY2023-FY2024,2024,"33-0200 23/24 - Salaries and Expenses, National Gallery of Art",$123.3M,$166.4M,74.1%
Jan,2023,400 Years of African-American History Commission,Delta Regional Authority,Delta Regional Authority,95-0750,No Year,No Year,95-0750 /X - Delta Regional Authority,$142.7M,$161.5M,88.3%
Jan,2023,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,No Year,No Year,"83-0100 /X - Program Account, Export-Import Loans",$154.8M,$158.7M,97.5%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,FY2023,2023,60-8237 /23 - Limitation on Administration,$115.7M,$158.4M,73.1%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Trust Fund,60-8051,No Year,No Year,60-8051 /X - Railroad Unemployment Insurance Trust Fund,$102.7M,$155.6M,66.0%
Jan,2023,400 Years of African-American History Commission,Federal Communications Commission,Secure and Trusted Communications Network Act Reimbursement Prog,27-1912,No Year,No Year,27-1912 /X - Secure and Trusted Communications Network Act Reimbursement Prog,$154.1M,$154.2M,99.9%
Jan,2023,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2023,2023,61-0100 /23 - Salaries and Expenses,$115.1M,$153.3M,75.1%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,Facilities Capital,33-0103,No Year,No Year,33-0103 /X - Facilities Capital,$113.8M,$138.7M,82.0%
Jan,2023,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,FY2023,2023,95-0310 /23 - Salaries and Expenses,$96.8M,$129.3M,74.9%
Jan,2023,400 Years of African-American History Commission,International Trade Commission,Salaries and Expenses,34-0100,No Year,No Year,34-0100 /X - Salaries and Expenses,$77.5M,$113.9M,68.0%
Jan,2023,400 Years of African-American History Commission,Denali Commission,Denali Commission,95-1200,No Year,No Year,95-1200 /X - Denali Commission,$105.7M,$108.9M,97.1%
Jan,2023,400 Years of African-American History Commission,National Endowment for the Humanities,"National Endowment for the Humanities, Grants and Administration",43-0200,No Year,No Year,"43-0200 /X - National Endowment for the Humanities, Grants and Administration",$67.9M,$106.1M,63.9%
Jan,2023,400 Years of African-American History Commission,Farm Credit Administration,Limitation on Administrative Expenses,78-4131,No Year,No Year,78-4131 /X - Limitation on Administrative Expenses,$76.8M,$105.4M,72.8%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2022-FY2023,2023,33-0100 22/23 - Salaries and Expenses,$73.6M,$103.0M,71.4%
Jan,2023,400 Years of African-American History Commission,Corporation for Travel Promotion,Travel Promotion Fund,95-5585,No Year,No Year,95-5585 /X - Travel Promotion Fund,$100.0M,$100.0M,100.0%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2023,2023,95-2722 /23 - Salaries and Expenses,$75.3M,$99.7M,75.5%
Jan,2023,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2023,2023,95-1712 /23 - Federal Payment to the District of Columbia Courts,$33.4M,$96.2M,34.7%
Jan,2023,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2023,2023,95-1734 /23 - Federal Payment to the Court Services and Offender Supervision A,$19.2M,$88.9M,21.6%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Extended Benefit Payments,60-0117,No Year,No Year,60-0117 /X - Railroad Unemployment Insurance Extended Benefit Payments,$85.1M,$85.1M,100.0%
Jan,2023,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment for Defender Services in District of Columbia Co,95-1736,No Year,No Year,95-1736 /X - Federal Payment for Defender Services in District of Columbia Co,$64.3M,$79.0M,81.4%
Jan,2023,400 Years of African-American History Commission,National Archives and Records Administration,Repairs and Restoration,88-0302,No Year,No Year,88-0302 /X - Repairs and Restoration,$74.4M,$76.0M,97.8%
Jan,2023,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2023,2023,95-1651 /23 - Election Security Grants,$75.0M,$75.0M,100.0%
Jan,2023,400 Years of African-American History Commission,Neighborhood Reinvestment Corporation,Payment to the Neighborhood Reinvestment Corporation,95-1350,FY2023,2023,95-1350 /23 - Payment to the Neighborhood Reinvestment Corporation,$30.4M,$67.9M,44.8%
Jan,2023,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,No Year,No Year,95-1400 /X - Commodity Futures Trading Commission,$67.1M,$67.2M,99.9%
Jan,2023,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,No Year,No Year,95-0206 /X - International Broadcasting Operations,$59.0M,$65.8M,89.7%
Jan,2023,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Court of Appeals for Veterans Claims Retirement Fund,95-8290,No Year,No Year,95-8290 /X - Court of Appeals for Veterans Claims Retirement Fund,$62.4M,$63.4M,98.5%
Jan,2023,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2021,2021,95-0401 /21 - Intelligence Community Management Account,$62.3M,$62.7M,99.4%
Jan,2023,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2020,2020,95-1651 /20 - Election Security Grants,$59.2M,$62.0M,95.4%
Jan,2023,400 Years of African-American History Commission,United States Holocaust Memorial Museum,Holocaust Memorial Museum,95-3300,FY2023,2023,95-3300 /23 - Holocaust Memorial Museum,$42.8M,$57.7M,74.1%
Jan,2023,400 Years of African-American History Commission,Securities and Exchange Commission,Securities and Exchange Commission Reserve Fund,50-5566,No Year,No Year,50-5566 /X - Securities and Exchange Commission Reserve Fund,$39.7M,$57.1M,69.6%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2021-FY2024,2024,95-2722 21/24 - Salaries and Expenses,$49.2M,$55.5M,88.7%
Jan,2023,400 Years of African-American History Commission,Federal Housing Finance Agency,Office of Inspector General,95-5564,No Year,No Year,95-5564 /X - Office of Inspector General,$39.3M,$55.5M,70.8%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,Capital Repair and Restoration,33-0303,No Year,No Year,33-0303 /X - Capital Repair and Restoration,$54.1M,$54.8M,98.7%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,"Repair, Restoration and Renovation of Buildings, National Galler",33-0201,No Year,No Year,"33-0201 /X - Repair, Restoration and Renovation of Buildings, National Galler",$53.6M,$53.8M,99.5%
Jan,2023,400 Years of African-American History Commission,Federal Mediation and Conciliation Service,Salaries and Expenses,93-0100,FY2023,2023,93-0100 /23 - Salaries and Expenses,$38.5M,$53.7M,71.7%
Jan,2023,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for School Improvement,20-1817,No Year,No Year,20-1817 /X - Federal Payment for School Improvement,$52.5M,$52.5M,100.0%
Jan,2023,400 Years of African-American History Commission,Merit Systems Protection Board,Salaries and Expenses,41-0100,FY2023-FY2024,2024,41-0100 23/24 - Salaries and Expenses,$37.9M,$52.0M,72.9%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020,2020,95-2728 /20 - Operating Expenses,$48.8M,$48.8M,100.0%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2018,2018,95-2728 /18 - Operating Expenses,$48.6M,$48.6M,100.0%
Jan,2023,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Salaries and Expenses,95-0300,FY2023,2023,95-0300 /23 - Salaries and Expenses,$26.0M,$46.9M,55.5%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2019,2019,95-2728 /19 - Operating Expenses,$45.5M,$45.5M,100.0%
Jan,2023,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2023,2023,"83-0100 /23 - Program Account, Export-Import Loans",$23.6M,$42.1M,56.0%
Jan,2023,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Resident Tuition Support,20-1736,No Year,No Year,20-1736 /X - Federal Payment for Resident Tuition Support,$0.0M,$40.0M,0.0%
Jan,2023,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Pandemic Response Accountability Committee,95-1654,No Year,No Year,95-1654 /X - Pandemic Response Accountability Committee,$32.7M,$38.0M,86.2%
Jan,2023,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2018,2018,95-0401 /18 - Intelligence Community Management Account,$38.0M,$38.0M,100.0%
Jan,2023,400 Years of African-American History Commission,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Trust Fund,95-8282,No Year,No Year,95-8282 /X - James Madison Memorial Fellowship Trust Fund,$36.1M,$37.6M,96.2%
Jan,2023,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,No Year,No Year,88-0300 /X - Operating Expenses,$31.0M,$37.2M,83.3%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Waiver of 7 Day Period,60-0123,FY2020-FY2021,2021,60-0123 20/21 - Railroad Unemployment Insurance Waiver of 7 Day Period,$37.0M,$37.1M,99.7%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2022,2022,95-2728 /22 - Operating Expenses,$35.2M,$36.7M,95.9%
Jan,2023,400 Years of African-American History Commission,Federal Maritime Commission,Salaries and Expenses,65-0100,FY2023,2023,65-0100 /23 - Salaries and Expenses,$27.0M,$36.5M,74.0%
Jan,2023,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2022-FY2023,2023,11-1070 22/23 - High Intensity Drug Trafficking Areas Program,$21.8M,$35.4M,61.5%
Jan,2023,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,No Year,No Year,60-8237 /X - Limitation on Administration,$33.7M,$35.3M,95.6%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021,2021,95-2728 /21 - Operating Expenses,$35.2M,$35.2M,100.0%
Jan,2023,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Inspectors General Council Fund,95-4592,No Year,No Year,95-4592 /X - Inspectors General Council Fund,$26.9M,$35.2M,76.5%
Jan,2023,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2020,2020,95-0401 /20 - Intelligence Community Management Account,$32.0M,$33.4M,95.8%
Jan,2023,400 Years of African-American History Commission,Federal Election Commission,Salaries and Expenses,95-1600,FY2023,2023,95-1600 /23 - Salaries and Expenses,$5.8M,$32.0M,18.3%
Jan,2023,400 Years of African-American History Commission,Office of Special Counsel,Salaries and Expenses,62-0100,FY2023,2023,62-0100 /23 - Salaries and Expenses,$22.1M,$32.0M,69.0%
Jan,2023,400 Years of African-American History Commission,Barry Goldwater Scholarship and Excellence in Education Foundati,Barry Goldwater Scholarship and Excellence in Education Foundati,95-8281,No Year,No Year,95-8281 /X - Barry Goldwater Scholarship and Excellence in Education Foundati,$30.3M,$30.5M,99.3%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2025,2025,95-2728 21/25 - Operating Expenses,$30.2M,$30.2M,100.0%
Jan,2023,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Emergency Planning and Security Costs in the,20-1771,No Year,No Year,20-1771 /X - Federal Payment for Emergency Planning and Security Costs in the,$0.0M,$30.0M,0.0%
Jan,2023,400 Years of African-American History Commission,Federal Labor Relations Authority,Salaries and Expenses,54-0100,FY2023,2023,54-0100 /23 - Salaries and Expenses,$21.3M,$29.5M,72.2%
Jan,2023,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Pandemic Response Accountability Committee,95-1654,FY2021-FY2025,2025,95-1654 21/25 - Pandemic Response Accountability Committee,$22.5M,$29.0M,77.6%
Jan,2023,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2021-FY2026,2026,61-0100 21/26 - Salaries and Expenses,$24.2M,$28.6M,84.6%
Jan,2023,400 Years of African-American History Commission,National Railroad Passenger Corporation Office of Inspector Gene,Salaries and Expenses,48-2996,FY2023,2023,48-2996 /23 - Salaries and Expenses,$17.3M,$27.9M,62.0%
Jan,2023,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,No Year,No Year,95-2728 /X - Operating Expenses,$25.4M,$27.7M,91.7%
Jan,2023,400 Years of African-American History Commission,Election Assistance Commission,Salaries and Expenses,95-1650,FY2023,2023,95-1650 /23 - Salaries and Expenses,$22.0M,$27.0M,81.4%
Jan,2023,400 Years of African-American History Commission,U.S. Agency for Global Media,Broadcasting Capital Improvements,95-0204,No Year,No Year,95-0204 /X - Broadcasting Capital Improvements,$26.6M,$27.0M,98.4%
Jan,2023,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2013-FY2016,2016,"83-0100 13/16 - Program Account, Export-Import Loans",$26.2M,$26.2M,100.0%
Jan,2023,400 Years of African-American History Commission,FSLIC Resolution,"Operating Account, FDIC",51-4067,No Year,No Year,"51-4067 /X - Operating Account, FDIC",$25.1M,$25.2M,99.7%
Jan,2023,400 Years of African-American History Commission,Office of Government Ethics,Salaries and Expenses,95-1100,FY2023,2023,95-1100 /23 - Salaries and Expenses,$19.7M,$25.2M,78.1%
Jan,2023,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2022-FY2024,2024,95-0206 22/24 - International Broadcasting Operations,$17.8M,$23.7M,75.2%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,No Year,No Year,33-0100 /X - Salaries and Expenses,$19.0M,$22.6M,83.8%
Jan,2023,400 Years of African-American History Commission,District of Columbia Courts,District of Columbia Judicial Retirement and Survivors Annuity F,20-8212,No Year,No Year,20-8212 /X - District of Columbia Judicial Retirement and Survivors Annuity F,$16.2M,$22.4M,72.6%
Jan,2023,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2022-FY2024,2024,95-1734 22/24 - Federal Payment to the Court Services and Offender Supervision A,$22.1M,$22.1M,100.0%
Jan,2023,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Judicial Retirement,20-1713,No Year,No Year,20-1713 /X - Federal Payment to the District of Columbia Judicial Retirement,$22.0M,$22.0M,100.0%
Jan,2023,400 Years of African-American History Commission,Federal Financial Institutions Examination Council Appraisal Sub,Registry Fees,95-5026,No Year,No Year,95-5026 /X - Registry Fees,$19.5M,$21.3M,91.7%
Jan,2023,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2022-FY2023,2023,95-1712 22/23 - Federal Payment to the District of Columbia Courts,$18.1M,$21.2M,85.8%
Jan,2023,400 Years of African-American History Commission,Harry S Truman Scholarship Foundation,Harry S Truman Memorial Scholarship Trust Fund,95-8296,No Year,No Year,95-8296 /X - Harry S Truman Memorial Scholarship Trust Fund,$20.3M,$21.0M,96.6%
Jan,2023,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2019,2019,95-0401 /19 - Intelligence Community Management Account,$19.5M,$20.5M,95.1%
Jan,2023,400 Years of African-American History Commission,Smithsonian Institution,"Loans, John F. Kennedy Center Parking Facilities, Smithsonian In",33-0301,No Year,No Year,"33-0301 /X - Loans, John F. Kennedy Center Parking Facilities, Smithsonian In",$20.4M,$20.4M,100.0%
Jan,2023,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2023-FY2024,2024,95-1400 23/24 - Commodity Futures Trading Commission,$20.0M,$20.0M,100.0%
Jan,2023,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,12-46-0200,No Year,No Year,12-46-0200 /X - Appalachian Regional Commission,$14.5M,$18.5M,78.5%
