Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Nov,2024,400 Years of African-American History Commission,Nuclear Regulatory Commission,Salaries and Expenses,31-0200,No Year,No Year,31-0200 /X - Salaries and Expenses,$292.0M,$409.7M,71.3%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2024-FY2025,2025,33-0100 24/25 - Salaries and Expenses,$218.5M,$367.2M,59.5%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2024,2024,95-2728 /24 - Operating Expenses,$325.8M,$348.6M,93.4%
Nov,2024,400 Years of African-American History Commission,Federal Permitting Improvement Council,Environmental Review and Permitting Improvement Fund,95-5761,FY2023-FY2031,2031,95-5761 23/31 - Environmental Review and Permitting Improvement Fund,$311.4M,$331.9M,93.8%
Nov,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2024,2024,95-0206 /24 - International Broadcasting Operations,$202.7M,$297.0M,68.3%
Nov,2024,400 Years of African-American History Commission,National Archives and Records Administration,Records Center Revolving Fund,88-4578,No Year,No Year,88-4578 /X - Records Center Revolving Fund,$254.3M,$295.1M,86.2%
Nov,2024,400 Years of African-American History Commission,Gulf Coast Ecosystem Restoration Council,Gulf Coast Ecosystem Restoration Council,95-1770,No Year,No Year,95-1770 /X - Gulf Coast Ecosystem Restoration Council,$265.0M,$266.9M,99.3%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,Facilities Capital,33-0103,No Year,No Year,33-0103 /X - Facilities Capital,$215.1M,$228.3M,94.2%
Nov,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Enhanced Benefit Payments,60-0122,No Year,No Year,60-0122 /X - Railroad Unemployment Insurance Enhanced Benefit Payments,$225.4M,$225.4M,100.0%
Nov,2024,400 Years of African-American History Commission,Nuclear Regulatory Commission,Nuclear Facilities Fees Fund,31-5280,No Year,No Year,31-5280 /X - Nuclear Facilities Fees Fund,$196.6M,$196.6M,100.0%
Nov,2024,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,No Year,No Year,95-3742 /X - Northern Border Regional Commission,$183.4M,$194.6M,94.2%
Nov,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2024,2024,95-0401 /24 - Intelligence Community Management Account,$127.4M,$192.6M,66.1%
Nov,2024,400 Years of African-American History Commission,Presidio Trust,Presidio Trust,95-4331,FY2022-FY2026,2026,95-4331 22/26 - Presidio Trust,$190.2M,$191.7M,99.2%
Nov,2024,400 Years of African-American History Commission,Legal Services Corporation,Payment to the Legal Services Corporation,20-0501,FY2024,2024,20-0501 /24 - Payment to the Legal Services Corporation,$117.8M,$191.2M,61.6%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2024,2024,95-2728 21/24 - Operating Expenses,$159.4M,$166.0M,96.0%
Nov,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,No Year,No Year,"83-0100 /X - Program Account, Export-Import Loans",$155.5M,$156.4M,99.4%
Nov,2024,400 Years of African-American History Commission,Equal Employment Opportunity Commission,Salaries and Expenses,45-0100,FY2024,2024,45-0100 /24 - Salaries and Expenses,$88.5M,$155.4M,57.0%
Nov,2024,400 Years of African-American History Commission,Delta Regional Authority,Delta Regional Authority,95-0750,No Year,No Year,95-0750 /X - Delta Regional Authority,$146.6M,$147.4M,99.5%
Nov,2024,400 Years of African-American History Commission,National Credit Union Administration,Operating Fund,25-4056,No Year,No Year,25-4056 /X - Operating Fund,$94.9M,$145.9M,65.1%
Nov,2024,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,FY2024,2024,88-0300 /24 - Operating Expenses,$73.4M,$135.1M,54.4%
Nov,2024,400 Years of African-American History Commission,International Trade Commission,Salaries and Expenses,34-0100,No Year,No Year,34-0100 /X - Salaries and Expenses,$118.7M,$134.8M,88.1%
Nov,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Trust Fund,60-8051,No Year,No Year,60-8051 /X - Railroad Unemployment Insurance Trust Fund,$113.8M,$129.7M,87.8%
Nov,2024,400 Years of African-American History Commission,Institute of Museum and Library Services,Office of Museum and Library Services: Grants and Administration,53-0301,FY2024,2024,53-0301 /24 - Office of Museum and Library Services: Grants and Administration,$112.2M,$115.7M,97.0%
Nov,2024,400 Years of African-American History Commission,Denali Commission,Denali Commission,95-1200,No Year,No Year,95-1200 /X - Denali Commission,$113.6M,$115.2M,98.6%
Nov,2024,400 Years of African-American History Commission,Farm Credit Administration,Limitation on Administrative Expenses,78-4131,No Year,No Year,78-4131 /X - Limitation on Administrative Expenses,$96.4M,$112.4M,85.7%
Nov,2024,400 Years of African-American History Commission,National Endowment for the Humanities,"National Endowment for the Humanities, Grants and Administration",43-0200,No Year,No Year,"43-0200 /X - National Endowment for the Humanities, Grants and Administration",$101.2M,$109.1M,92.7%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,FY2023-FY2024,2024,33-0100 23/24 - Salaries and Expenses,$97.6M,$103.8M,93.9%
Nov,2024,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2024-FY2025,2025,11-1070 24/25 - High Intensity Drug Trafficking Areas Program,$103.1M,$103.1M,100.0%
Nov,2024,400 Years of African-American History Commission,National Labor Relations Board,Salaries and Expenses,63-0100,FY2024,2024,63-0100 /24 - Salaries and Expenses,$60.0M,$102.2M,58.7%
Nov,2024,400 Years of African-American History Commission,Corporation for Travel Promotion,Travel Promotion Fund,95-5585,No Year,No Year,95-5585 /X - Travel Promotion Fund,$100.0M,$100.0M,100.0%
Nov,2024,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2024,2024,95-1734 /24 - Federal Payment to the Court Services and Offender Supervision A,$59.6M,$94.7M,62.9%
Nov,2024,400 Years of African-American History Commission,National Endowment for the Arts,National Endowment for the Arts,59-0100,No Year,No Year,59-0100 /X - National Endowment for the Arts,$84.1M,$89.9M,93.6%
Nov,2024,400 Years of African-American History Commission,Federal Drug Control Programs,Other Federal Drug Control Programs,11-1460,No Year,No Year,11-1460 /X - Other Federal Drug Control Programs,$81.3M,$87.1M,93.3%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024,2024,95-1712 /24 - Federal Payment to the District of Columbia Courts,$54.2M,$83.4M,65.0%
Nov,2024,400 Years of African-American History Commission,National Archives and Records Administration,Repairs and Restoration,88-0302,No Year,No Year,88-0302 /X - Repairs and Restoration,$69.0M,$79.4M,86.9%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Payment to National Service Trust Fund,95-2726,No Year,No Year,95-2726 /X - Payment to National Service Trust Fund,$48.4M,$78.5M,61.6%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2020,2020,95-2728 /20 - Operating Expenses,$76.4M,$76.4M,100.0%
Nov,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2024,2024,95-1400 /24 - Commodity Futures Trading Commission,$35.9M,$74.5M,48.2%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021,2021,95-2728 /21 - Operating Expenses,$70.7M,$70.8M,99.9%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment for Defender Services in District of Columbia Co,95-1736,No Year,No Year,95-1736 /X - Federal Payment for Defender Services in District of Columbia Co,$62.9M,$69.4M,90.6%
Nov,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2021,2021,95-0401 /21 - Intelligence Community Management Account,$67.0M,$67.0M,100.0%
Nov,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,No Year,No Year,95-1400 /X - Commodity Futures Trading Commission,$66.6M,$66.6M,99.9%
Nov,2024,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Court of Appeals for Veterans Claims Retirement Fund,95-8290,No Year,No Year,95-8290 /X - Court of Appeals for Veterans Claims Retirement Fund,$62.8M,$63.3M,99.2%
Nov,2024,400 Years of African-American History Commission,Election Assistance Commission,Election Security Grants,95-1651,FY2020,2020,95-1651 /20 - Election Security Grants,$59.4M,$59.4M,100.0%
Nov,2024,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,FY2024,2024,60-8237 /24 - Limitation on Administration,$38.2M,$57.7M,66.3%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,"Salaries and Expenses, National Gallery of Art",33-0200,FY2024-FY2025,2025,"33-0200 24/25 - Salaries and Expenses, National Gallery of Art",$36.5M,$56.8M,64.2%
Nov,2024,400 Years of African-American History Commission,Consumer Product Safety Commission,Salaries and Expenses,61-0100,FY2024,2024,61-0100 /24 - Salaries and Expenses,$34.8M,$55.5M,62.8%
Nov,2024,400 Years of African-American History Commission,United States Institute of Peace,United States Institute of Peace,95-1300,FY2024-FY2025,2025,95-1300 24/25 - United States Institute of Peace,$47.5M,$55.0M,86.4%
Nov,2024,400 Years of African-American History Commission,Securities and Exchange Commission,Securities and Exchange Commission Reserve Fund,50-5566,No Year,No Year,50-5566 /X - Securities and Exchange Commission Reserve Fund,$52.2M,$53.9M,96.9%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,Salaries and Expenses,33-0100,No Year,No Year,33-0100 /X - Salaries and Expenses,$50.2M,$52.6M,95.5%
Nov,2024,400 Years of African-American History Commission,Federal Communications Commission,Secure and Trusted Communications Network Act Reimbursement Prog,27-1912,No Year,No Year,27-1912 /X - Secure and Trusted Communications Network Act Reimbursement Prog,$49.2M,$50.3M,97.7%
Nov,2024,400 Years of African-American History Commission,Neighborhood Reinvestment Corporation,Payment to the Neighborhood Reinvestment Corporation,95-1350,FY2024,2024,95-1350 /24 - Payment to the Neighborhood Reinvestment Corporation,$28.6M,$50.3M,56.8%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2019,2019,95-2728 /19 - Operating Expenses,$48.1M,$48.1M,100.0%
Nov,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2024,2024,"83-0100 /24 - Program Account, Export-Import Loans",$37.0M,$47.1M,78.5%
Nov,2024,400 Years of African-American History Commission,National Archives and Records Administration,Operating Expenses,88-0300,No Year,No Year,88-0300 /X - Operating Expenses,$46.4M,$46.9M,99.0%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,Capital Repair and Restoration,33-0303,No Year,No Year,33-0303 /X - Capital Repair and Restoration,$46.6M,$46.8M,99.7%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2022,2022,95-2728 /22 - Operating Expenses,$43.8M,$43.8M,100.0%
Nov,2024,400 Years of African-American History Commission,Federal Drug Control Programs,High Intensity Drug Trafficking Areas Program,11-1070,FY2023-FY2024,2024,11-1070 23/24 - High Intensity Drug Trafficking Areas Program,$23.7M,$43.5M,54.5%
Nov,2024,400 Years of African-American History Commission,Southeast Crescent Regional Commission,Southeast Crescent Regional Commission,95-3744,No Year,No Year,95-3744 /X - Southeast Crescent Regional Commission,$40.1M,$40.3M,99.6%
Nov,2024,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,FY2024,2024,95-0310 /24 - Salaries and Expenses,$23.5M,$39.2M,59.9%
Nov,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2020,2020,95-0401 /20 - Intelligence Community Management Account,$38.6M,$38.6M,100.0%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2023-FY2024,2024,95-1712 23/24 - Federal Payment to the District of Columbia Courts,$34.9M,$37.9M,92.2%
Nov,2024,400 Years of African-American History Commission,James Madison Memorial Fellowship Foundation,James Madison Memorial Fellowship Trust Fund,95-8282,No Year,No Year,95-8282 /X - James Madison Memorial Fellowship Trust Fund,$35.6M,$37.0M,96.3%
Nov,2024,400 Years of African-American History Commission,Railroad Retirement Board,Railroad Unemployment Insurance Waiver of 7 Day Period,60-0123,FY2020-FY2021,2021,60-0123 20/21 - Railroad Unemployment Insurance Waiver of 7 Day Period,$37.0M,$37.0M,99.9%
Nov,2024,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Inspectors General Council Fund,95-4592,No Year,No Year,95-4592 /X - Inspectors General Council Fund,$33.4M,$36.7M,91.0%
Nov,2024,400 Years of African-American History Commission,Federal Housing Finance Agency,Office of Inspector General,95-5564,No Year,No Year,95-5564 /X - Office of Inspector General,$22.4M,$34.3M,65.4%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2024,2024,95-2722 /24 - Salaries and Expenses,$22.5M,$34.0M,66.0%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,No Year,No Year,95-2728 /X - Operating Expenses,$31.8M,$32.8M,97.0%
Nov,2024,400 Years of African-American History Commission,Barry Goldwater Scholarship and Excellence in Education Foundati,Barry Goldwater Scholarship and Excellence in Education Foundati,95-8281,No Year,No Year,95-8281 /X - Barry Goldwater Scholarship and Excellence in Education Foundati,$31.9M,$32.0M,99.5%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Salaries and Expenses,95-2722,FY2021-FY2024,2024,95-2722 21/24 - Salaries and Expenses,$28.0M,$31.3M,89.3%
Nov,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,Broadcasting Capital Improvements,95-0204,No Year,No Year,95-0204 /X - Broadcasting Capital Improvements,$30.4M,$30.5M,99.8%
Nov,2024,400 Years of African-American History Commission,Federal Election Commission,Salaries and Expenses,95-1600,FY2024,2024,95-1600 /24 - Salaries and Expenses,$16.6M,$27.9M,59.5%
Nov,2024,400 Years of African-American History Commission,Intelligence Community Management Account,Intelligence Community Management Account,95-0401,FY2019,2019,95-0401 /19 - Intelligence Community Management Account,$26.4M,$26.5M,99.6%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Judicial Retirement,20-1713,No Year,No Year,20-1713 /X - Federal Payment to the District of Columbia Judicial Retirement,$26.2M,$26.2M,100.0%
Nov,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2013-FY2016,2016,"83-0100 13/16 - Program Account, Export-Import Loans",$26.2M,$26.2M,100.0%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,"Repair, Restoration and Renovation of Buildings, National Galler",33-0201,No Year,No Year,"33-0201 /X - Repair, Restoration and Renovation of Buildings, National Galler",$25.6M,$26.1M,98.1%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,District of Columbia Judicial Retirement and Survivors Annuity F,20-8212,No Year,No Year,20-8212 /X - District of Columbia Judicial Retirement and Survivors Annuity F,$22.2M,$25.4M,87.6%
Nov,2024,400 Years of African-American History Commission,FSLIC Resolution,"Operating Account, FDIC",51-4067,No Year,No Year,"51-4067 /X - Operating Account, FDIC",$24.9M,$24.9M,99.8%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2021-FY2025,2025,95-2728 21/25 - Operating Expenses,$23.7M,$23.8M,99.6%
Nov,2024,400 Years of African-American History Commission,Federal Financial Institutions Examination Council Appraisal Sub,Registry Fees,95-5026,No Year,No Year,95-5026 /X - Registry Fees,$22.6M,$23.3M,97.0%
Nov,2024,400 Years of African-American History Commission,Appalachian Regional Commission,Appalachian Regional Commission,12-46-0200,No Year,No Year,12-46-0200 /X - Appalachian Regional Commission,$22.0M,$22.2M,99.2%
Nov,2024,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2022-FY2024,2024,95-1734 22/24 - Federal Payment to the Court Services and Offender Supervision A,$22.1M,$22.1M,100.0%
Nov,2024,400 Years of African-American History Commission,Harry S Truman Scholarship Foundation,Harry S Truman Memorial Scholarship Trust Fund,95-8296,No Year,No Year,95-8296 /X - Harry S Truman Memorial Scholarship Trust Fund,$21.5M,$21.8M,98.4%
Nov,2024,400 Years of African-American History Commission,Smithsonian Institution,"Loans, John F. Kennedy Center Parking Facilities, Smithsonian In",33-0301,No Year,No Year,"33-0301 /X - Loans, John F. Kennedy Center Parking Facilities, Smithsonian In",$20.4M,$20.4M,100.0%
Nov,2024,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Pandemic Response Accountability Committee,95-1654,No Year,No Year,95-1654 /X - Pandemic Response Accountability Committee,$17.8M,$20.2M,88.0%
Nov,2024,400 Years of African-American History Commission,United States Holocaust Memorial Museum,Holocaust Memorial Museum,95-3300,FY2024,2024,95-3300 /24 - Holocaust Memorial Museum,$10.7M,$20.2M,52.8%
Nov,2024,400 Years of African-American History Commission,National Archives and Records Administration,National Archives Trust Fund,88-8436,No Year,No Year,88-8436 /X - National Archives Trust Fund,$18.1M,$20.0M,90.4%
Nov,2024,400 Years of African-American History Commission,Railroad Retirement Board,Limitation on Administration,60-8237,No Year,No Year,60-8237 /X - Limitation on Administration,$18.6M,$19.7M,94.4%
Nov,2024,400 Years of African-American History Commission,Council of the Inspectors General on Integrity and Efficiency,Pandemic Response Accountability Committee,95-1654,FY2021-FY2025,2025,95-1654 21/25 - Pandemic Response Accountability Committee,$19.5M,$19.6M,99.5%
Nov,2024,400 Years of African-American History Commission,Federal Mediation and Conciliation Service,Salaries and Expenses,93-0100,FY2024,2024,93-0100 /24 - Salaries and Expenses,$9.9M,$18.3M,54.0%
Nov,2024,400 Years of African-American History Commission,Public Defender Service for the District of Columbia,Federal Payment to the District of Columbia Public Defender Serv,95-1733,FY2024,2024,95-1733 /24 - Federal Payment to the District of Columbia Public Defender Serv,$9.6M,$18.3M,52.2%
Nov,2024,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for School Improvement,20-1817,No Year,No Year,20-1817 /X - Federal Payment for School Improvement,$17.9M,$17.9M,100.0%
Nov,2024,400 Years of African-American History Commission,Merit Systems Protection Board,Salaries and Expenses,41-0100,FY2024-FY2025,2025,41-0100 24/25 - Salaries and Expenses,$10.0M,$17.8M,56.3%
Nov,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,Buying Power Maintenance,95-1147,No Year,No Year,95-1147 /X - Buying Power Maintenance,$17.5M,$17.5M,100.0%
Nov,2024,400 Years of African-American History Commission,National Transportation Safety Board,Salaries and Expenses,95-0310,No Year,No Year,95-0310 /X - Salaries and Expenses,$14.2M,$17.1M,82.6%
Nov,2024,400 Years of African-American History Commission,Morris K. Udall and Stewart L. Udall Foundation,Environmental Dispute Resolution Fund,95-0925,No Year,No Year,95-0925 /X - Environmental Dispute Resolution Fund,$14.1M,$16.3M,86.7%
Nov,2024,400 Years of African-American History Commission,District of Columbia Courts,Federal Payment to the District of Columbia Courts,95-1712,FY2024-FY2025,2025,95-1712 24/25 - Federal Payment to the District of Columbia Courts,$15.7M,$16.0M,98.5%
Nov,2024,400 Years of African-American History Commission,Corporation for National and Community Service,Operating Expenses,95-2728,FY2023,2023,95-2728 /23 - Operating Expenses,$15.6M,$15.7M,99.8%
Nov,2024,400 Years of African-American History Commission,Commodity Futures Trading Commission,Commodity Futures Trading Commission,95-1400,FY2023-FY2024,2024,95-1400 23/24 - Commodity Futures Trading Commission,$14.0M,$15.5M,90.5%
Nov,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2023-FY2026,2026,"83-0100 23/26 - Program Account, Export-Import Loans",$15.0M,$15.0M,100.0%
Nov,2024,400 Years of African-American History Commission,Northern Border Regional Commission,Northern Border Regional Commission,95-3742,FY2023-FY2026,2026,95-3742 23/26 - Northern Border Regional Commission,$15.0M,$15.0M,100.0%
Nov,2024,400 Years of African-American History Commission,Export-Import Bank of the United States,"Program Account, Export-Import Loans",83-0100,FY2006-FY2009,2009,"83-0100 06/09 - Program Account, Export-Import Loans",$14.7M,$14.7M,100.0%
Nov,2024,400 Years of African-American History Commission,Court Services and Offender Supervision Agency for the District,Federal Payment to the Court Services and Offender Supervision A,95-1734,FY2020,2020,95-1734 /20 - Federal Payment to the Court Services and Offender Supervision A,$14.6M,$14.6M,100.0%
Nov,2024,400 Years of African-American History Commission,United States Court of Appeals for Veterans Claims,Salaries and Expenses,95-0300,FY2024,2024,95-0300 /24 - Salaries and Expenses,$6.9M,$14.2M,48.3%
Nov,2024,400 Years of African-American History Commission,District of Columbia General and Special Payments,Federal Payment for Resident Tuition Support,20-1736,No Year,No Year,20-1736 /X - Federal Payment for Resident Tuition Support,$8.4M,$13.7M,61.6%
Nov,2024,400 Years of African-American History Commission,U.S. Agency for Global Media,International Broadcasting Operations,95-0206,FY2022-FY2024,2024,95-0206 22/24 - International Broadcasting Operations,$12.2M,$13.6M,89.3%
