Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Jul,2015,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$339.8M,$502.9M,67.6%
Jul,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2015,2015,12-2081 /15 - Rural Housing Insurance Fund Program Account,$34.8M,$495.0M,7.0%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2015,2015,12-0502 /15 - Extension Activities,$62.0M,$486.0M,12.7%
Jul,2015,Department of Agriculture,Forest Service,Cooperative Work Trust Fund,12-8028,No Year,No Year,12-8028 /X - Cooperative Work Trust Fund,$396.8M,$472.6M,84.0%
Jul,2015,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$310.9M,$469.4M,66.2%
Jul,2015,Department of Agriculture,Forest Service,Capital Improvement and Maintenance,12-1103,No Year,No Year,12-1103 /X - Capital Improvement and Maintenance,$162.5M,$456.8M,35.6%
Jul,2015,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$359.1M,$434.7M,82.6%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2015,2015,12-1500 /15 - Research and Education Activities,$81.1M,$429.5M,18.9%
Jul,2015,Department of Agriculture,Forest Service,Forest and Rangeland Research,12-1104,No Year,No Year,12-1104 /X - Forest and Rangeland Research,$135.2M,$401.5M,33.7%
Jul,2015,Department of Agriculture,Forest Service,State and Private Forestry,12-1105,No Year,No Year,12-1105 /X - State and Private Forestry,$211.5M,$386.0M,54.8%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2015,2015,12-2900 /15 - Salaries and Expenses,$168.3M,$366.9M,45.9%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$356.4M,$356.4M,100.0%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$340.6M,$350.7M,97.1%
Jul,2015,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$245.4M,$325.5M,75.4%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$320.4M,$321.7M,99.6%
Jul,2015,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$170.5M,$319.6M,53.3%
Jul,2015,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$106.0M,$313.8M,33.8%
Jul,2015,Department of Agriculture,Forest Service,FLAME Wildfire Suppression Reserve Fund,12-1120,No Year,No Year,12-1120 /X - FLAME Wildfire Suppression Reserve Fund,$303.1M,$303.1M,100.0%
Jul,2015,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2015-FY2016,2016,12-3507 15/16 - Commodity Assistance Program,$73.6M,$300.1M,24.5%
Jul,2015,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$84.8M,$296.8M,28.6%
Jul,2015,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,$13.1M,$274.7M,4.8%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$264.9M,$271.6M,97.5%
Jul,2015,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$102.1M,$244.6M,41.7%
Jul,2015,Department of Agriculture,Forest Service,Restoration of Forest Lands and Improvements,12-5215,No Year,No Year,12-5215 /X - Restoration of Forest Lands and Improvements,$189.0M,$240.5M,78.6%
Jul,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$103.8M,$215.7M,48.1%
Jul,2015,Department of Agriculture,Forest Service,"Payment to States, National Forests Fund",12-5201,No Year,No Year,"12-5201 /X - Payment to States, National Forests Fund",$102.2M,$205.8M,49.6%
Jul,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2015-FY2018,2018,12-3505 15/18 - Supplemental Nutrition Assistance Program,$14.9M,$190.0M,7.8%
Jul,2015,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,No Year,No Year,12-1002 /X - Watershed Rehabilitation Program,$125.7M,$189.8M,66.2%
Jul,2015,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$145.4M,$170.4M,85.4%
Jul,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2015,2015,12-2500 /15 - Marketing Services,$54.6M,$163.7M,33.4%
Jul,2015,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2015,2015,12-3508 /15 - Nutrition Programs Administration,$36.6M,$151.4M,24.2%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$143.7M,$144.8M,99.2%
Jul,2015,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2015,2015,12-1801 /15 - National Agricultural Statistics Service,$18.4M,$142.9M,12.9%
Jul,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$81.9M,$127.6M,64.2%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$78.9M,$125.2M,63.0%
Jul,2015,Department of Agriculture,Forest Service,"Recreation Fees, Forest Service",12-5268,No Year,No Year,"12-5268 /X - Recreation Fees, Forest Service",$72.7M,$123.2M,59.0%
Jul,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$81.5M,$117.4M,69.4%
Jul,2015,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$71.2M,$113.3M,62.9%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$70.7M,$111.8M,63.2%
Jul,2015,Department of Agriculture,Office of the Secretary,Office of the Secretary,12-0115,FY2015,2015,12-0115 /15 - Office of the Secretary,$28.5M,$109.6M,26.0%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$67.1M,$108.7M,61.7%
Jul,2015,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$77.7M,$101.4M,76.6%
Jul,2015,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,FY2015,2015,12-0900 /15 - Office of Inspector General,$19.6M,$98.7M,19.8%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,FY2015,2015,"12-1502 /15 - Integrated Research, Education, and Extension Competitive Grants",$91.6M,$93.7M,97.7%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$80.8M,$91.7M,88.1%
Jul,2015,Department of Agriculture,Forest Service,Timber Salvage Sales,12-5204,No Year,No Year,12-5204 /X - Timber Salvage Sales,$68.3M,$91.4M,74.7%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$88.1M,$91.3M,96.5%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,No Year,No Year,12-0502 /X - Extension Activities,$50.4M,$87.8M,57.4%
Jul,2015,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2015,2015,12-1701 /15 - Economic Research Service,$14.5M,$85.9M,16.9%
Jul,2015,Department of Agriculture,Office of Chief Information Officer,Office of the Chief Information Officer,12-0013,FY2015,2015,12-0013 /15 - Office of the Chief Information Officer,$22.1M,$83.6M,26.4%
Jul,2015,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$69.2M,$82.4M,83.9%
Jul,2015,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2014-FY2015,2015,12-1000 14/15 - Conservation Operations,$57.1M,$82.0M,69.7%
Jul,2015,Department of Agriculture,Buildings and Facilities,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$26.4M,$79.5M,33.3%
Jul,2015,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$29.2M,$77.7M,37.6%
Jul,2015,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2015,2015,12-2707 /15 - Administrative and Operating Expenses,$14.8M,$74.9M,19.7%
Jul,2015,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$49.9M,$72.1M,69.2%
Jul,2015,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$28.4M,$70.0M,40.6%
Jul,2015,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,$63.8M,$67.0M,95.3%
Jul,2015,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,FY2015,2015,12-2501 /15 - Payments to States and Possessions,$64.9M,$66.4M,97.7%
Jul,2015,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$41.4M,$63.4M,65.2%
Jul,2015,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$53.0M,$61.9M,85.6%
Jul,2015,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$41.1M,$59.0M,69.6%
Jul,2015,Department of Agriculture,Forest Service,"Expenses, Brush Disposal",12-5206,No Year,No Year,"12-5206 /X - Expenses, Brush Disposal",$50.3M,$58.8M,85.5%
Jul,2015,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$46.5M,$57.5M,80.8%
Jul,2015,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,No Year,No Year,12-1336 /X - Commodity Credit Corporation Export Loans Program Account,$1.6M,$51.7M,3.0%
Jul,2015,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$9.4M,$51.3M,18.3%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$51.2M,$51.2M,100.0%
Jul,2015,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$28.4M,$49.0M,57.8%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,"Integrated Research, Education, and Extension Competitive Grants",12-1502,No Year,No Year,"12-1502 /X - Integrated Research, Education, and Extension Competitive Grants",$24.3M,$48.7M,50.0%
Jul,2015,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2015,2015,12-2300 /15 - Office of the General Counsel,$9.9M,$48.2M,20.4%
Jul,2015,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$24.5M,$47.1M,51.9%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$8.2M,$46.1M,17.9%
Jul,2015,Department of Agriculture,Agricultural Research Service,Buildings and Facilities,12-1401,No Year,No Year,12-1401 /X - Buildings and Facilities,$45.1M,$45.1M,100.0%
Jul,2015,Department of Agriculture,Forest Service,Acquisition of Lands to Complete Land Exchanges,12-5216,No Year,No Year,12-5216 /X - Acquisition of Lands to Complete Land Exchanges,$38.8M,$44.2M,87.6%
Jul,2015,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$16.4M,$43.9M,37.3%
Jul,2015,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$42.7M,$43.2M,98.9%
Jul,2015,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2015,2015,12-2400 /15 - Salaries and Expenses,$8.5M,$43.1M,19.7%
Jul,2015,Department of Agriculture,Forest Service,Reforestation Trust Fund,12-8046,No Year,No Year,12-8046 /X - Reforestation Trust Fund,$15.1M,$39.0M,38.7%
Jul,2015,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$16.8M,$39.0M,43.2%
Jul,2015,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$13.6M,$37.5M,36.4%
Jul,2015,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$32.4M,$36.1M,89.7%
Jul,2015,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2014-FY2015,2015,12-0502 14/15 - Extension Activities,$3.5M,$35.1M,9.9%
Jul,2015,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2015,2015,12-1230 /15 - Rural Electrification and Telecommunications Loans Program Accou,$0.0M,$34.5M,0.0%
