Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
Nov,2013,Department of Agriculture,Farm Service Agency,Tobacco Trust Fund,12-8161,No Year,No Year,12-8161 /X - Tobacco Trust Fund,"$1,186.5M","$1,195.9M",99.2%
Nov,2013,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,"$1,150.0M","$1,150.0M",100.0%
Nov,2013,Department of Agriculture,Farm Service Agency,Agricultural Disaster Relief Fund,12-5531,No Year,No Year,12-5531 /X - Agricultural Disaster Relief Fund,"$1,064.9M","$1,081.7M",98.4%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Direct Loans Financing Account,12-4226,No Year,No Year,12-4226 /X - Rural Water and Waste Disposal Direct Loans Financing Account,$860.7M,$983.9M,87.5%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Direct Loans Financing Account,12-4225,No Year,No Year,12-4225 /X - Rural Community Facility Direct Loans Financing Account,$813.2M,$873.1M,93.1%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Liquidating Account,12-4230,No Year,No Year,12-4230 /X - Rural Electrification and Telecommunications Liquidating Account,$849.6M,$863.5M,98.4%
Nov,2013,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,FY2013,2013,12-1400 /13 - Salaries and Expenses,$633.0M,$783.9M,80.8%
Nov,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-5161,No Year,No Year,12-5161 /X - Salaries and Expenses,$738.4M,$757.7M,97.5%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,12-2278,No Year,No Year,12-2278 /X - Food for Peace Title II Grants,$523.7M,$620.6M,84.4%
Nov,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2012-FY2013,2013,12-3539 12/13 - State Child Nutrition Programs,$573.3M,$619.4M,92.6%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Guaranteed Loans Financing Account,12-4227,No Year,No Year,12-4227 /X - Rural Business and Industry Guaranteed Loans Financing Account,$532.2M,$547.9M,97.1%
Nov,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,No Year,No Year,12-1600 /X - Salaries and Expenses,$489.7M,$541.7M,90.4%
Nov,2013,Department of Agriculture,Executive Operations,Working Capital Fund,12-4609,No Year,No Year,12-4609 /X - Working Capital Fund,$392.9M,$498.0M,78.9%
Nov,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,FY2013,2013,12-3700 /13 - Salaries and Expenses,$331.1M,$481.1M,68.8%
Nov,2013,Department of Agriculture,Farm Service Agency,Farm Storage Facility Direct Loan Financing Account,12-4158,No Year,No Year,12-4158 /X - Farm Storage Facility Direct Loan Financing Account,$448.1M,$460.5M,97.3%
Nov,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2013,2013,12-0600 /13 - Salaries and Expenses,$321.6M,$458.7M,70.1%
Nov,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2013-FY2014,2014,12-1000 13/14 - Conservation Operations,$313.0M,$423.5M,73.9%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,"Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",12-2274,No Year,No Year,"12-2274 /X - Expenses, Public Law 480, Foreign Assistance Programs, Agricultu",$353.0M,$353.0M,100.0%
Nov,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,No Year,No Year,12-1500 /X - Research and Education Activities,$338.1M,$351.7M,96.1%
Nov,2013,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,No Year,No Year,12-0600 /X - Salaries and Expenses,$183.2M,$335.9M,54.5%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Food for Peace Title II Grants,72-12-2278,No Year,No Year,72-12-2278 /X - Food for Peace Title II Grants,$318.8M,$327.1M,97.4%
Nov,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Direct Loan Finan",12-4146,No Year,No Year,"12-4146 /X - Distance Learning, Telemedicine, and Broadband Direct Loan Finan",$311.6M,$318.0M,98.0%
Nov,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2013,2013,12-1600 /13 - Salaries and Expenses,$218.9M,$311.3M,70.3%
Nov,2013,Department of Agriculture,Rural Housing Service,Rental Assistance Program,12-0137,FY2013,2013,12-0137 /13 - Rental Assistance Program,$133.7M,$299.0M,44.7%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Guaranteed Loan Financing Account,12-4355,No Year,No Year,12-4355 /X - Biorefinery Assistance Guaranteed Loan Financing Account,$278.5M,$278.5M,100.0%
Nov,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,No Year,No Year,12-3539 /X - State Child Nutrition Programs,$137.4M,$273.0M,50.3%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Disposal Program Account,12-1980,No Year,No Year,12-1980 /X - Rural Water and Waste Disposal Program Account,$237.2M,$249.3M,95.2%
Nov,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Guarantee Financing Account,12-4337,No Year,No Year,12-4337 /X - Commodity Credit Corporation Export Guarantee Financing Account,$234.0M,$248.5M,94.2%
Nov,2013,Department of Agriculture,Agricultural Marketing Service,Miscellaneous Trust Funds,12-8015,No Year,No Year,12-8015 /X - Miscellaneous Trust Funds,$206.7M,$234.9M,88.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,FY2013,2013,12-2081 /13 - Rural Housing Insurance Fund Program Account,$222.2M,$233.5M,95.1%
Nov,2013,Department of Agriculture,Natural Resources Conservation Service,Watershed and Flood Prevention Operations,12-1072,No Year,No Year,12-1072 /X - Watershed and Flood Prevention Operations,$227.5M,$233.3M,97.5%
Nov,2013,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2013,2013,12-0502 /13 - Extension Activities,$220.4M,$222.4M,99.1%
Nov,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,12-4213,No Year,No Year,12-4213 /X - Agricultural Credit Insurance Fund Guaranteed Loan Financing Acc,$205.5M,$213.6M,96.2%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Grants,12-3105,No Year,No Year,12-3105 /X - Rural Economic Development Grants,$212.9M,$213.2M,99.9%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2013,2013,12-2900 /13 - Salaries and Expenses,$172.3M,$200.6M,85.9%
Nov,2013,Department of Agriculture,National Institute of Food and Agriculture,Research and Education Activities,12-1500,FY2013,2013,12-1500 /13 - Research and Education Activities,$191.8M,$193.8M,99.0%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,P.L. 480 Direct Credit Financing Account,12-4049,No Year,No Year,12-4049 /X - P.L. 480 Direct Credit Financing Account,$182.9M,$192.1M,95.2%
Nov,2013,Department of Agriculture,Farm Service Agency,Emergency Conservation Program,12-3316,No Year,No Year,12-3316 /X - Emergency Conservation Program,$164.4M,$178.6M,92.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Liquidating Account,12-4141,No Year,No Year,12-4141 /X - Rural Housing Insurance Fund Liquidating Account,$130.4M,$140.8M,92.6%
Nov,2013,Department of Agriculture,Departmental Management,Agriculture Buildings and Facilities and Rental Payments,12-0117,No Year,No Year,12-0117 /X - Agriculture Buildings and Facilities and Rental Payments,$43.5M,$138.1M,31.5%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,McGovern-Dole International Food for Education and Child Nutriti,12-2903,No Year,No Year,12-2903 /X - McGovern-Dole International Food for Education and Child Nutriti,$123.3M,$127.7M,96.6%
Nov,2013,Department of Agriculture,Food and Nutrition Service,Commodity Assistance Program,12-3507,FY2013-FY2014,2014,12-3507 13/14 - Commodity Assistance Program,$20.6M,$123.9M,16.6%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Debt Reduction - Financing Account,12-4143,No Year,No Year,12-4143 /X - Debt Reduction - Financing Account,$116.8M,$116.8M,100.0%
Nov,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,No Year,No Year,12-2500 /X - Marketing Services,$87.7M,$99.5M,88.2%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$98.2M,$98.2M,100.0%
Nov,2013,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2013,2013,12-0403 /13 - Salaries and Expenses,$7.5M,$97.7M,7.6%
Nov,2013,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,FY2013,2013,12-1801 /13 - National Agricultural Statistics Service,$74.7M,$93.4M,80.1%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Community Facility Guaranteed Loans Financing Account,12-4228,No Year,No Year,12-4228 /X - Rural Community Facility Guaranteed Loans Financing Account,$86.3M,$86.7M,99.5%
Nov,2013,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,FY2012-FY2013,2013,12-1000 12/13 - Conservation Operations,$71.6M,$84.4M,84.8%
Nov,2013,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$52.3M,$84.2M,62.1%
Nov,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Limitation on Inspection and Weighing Services Expenses,12-4050,No Year,No Year,12-4050 /X - Limitation on Inspection and Weighing Services Expenses,$70.1M,$81.3M,86.3%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$80.1M,$80.7M,99.2%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Guaranteed Loan Financing Account,12-4267,No Year,No Year,12-4267 /X - Renewable Energy Guaranteed Loan Financing Account,$74.2M,$74.2M,100.0%
Nov,2013,Department of Agriculture,Agricultural Research Service,Miscellaneous Contributed Funds,12-8214,No Year,No Year,12-8214 /X - Miscellaneous Contributed Funds,$69.5M,$72.0M,96.4%
Nov,2013,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,FY2013,2013,12-3508 /13 - Nutrition Programs Administration,$46.5M,$66.6M,69.8%
Nov,2013,Department of Agriculture,Food Safety and Inspection Service,Salaries and Expenses,12-3700,No Year,No Year,12-3700 /X - Salaries and Expenses,$37.3M,$65.2M,57.2%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Program Account,12-1902,No Year,No Year,12-1902 /X - Rural Business Program Account,$59.5M,$63.3M,94.1%
Nov,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,FY2013,2013,12-1140 /13 - Agricultural Credit Insurance Fund Program Account,$-4.6M,$56.6M,-8.2%
Nov,2013,Department of Agriculture,Rural Utilities Service,"Distance Learning, Telemedicine, and Broadband Program",12-1232,No Year,No Year,"12-1232 /X - Distance Learning, Telemedicine, and Broadband Program",$53.9M,$53.9M,100.0%
Nov,2013,Department of Agriculture,Agricultural Marketing Service,Marketing Services,12-2500,FY2013,2013,12-2500 /13 - Marketing Services,$32.3M,$49.7M,65.0%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$41.9M,$46.6M,89.9%
Nov,2013,Department of Agriculture,Office of Inspector General,Office of the Inspector General,12-0900,FY2013,2013,12-0900 /13 - Office of the Inspector General,$24.6M,$42.3M,58.2%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Biorefinery Assistance Program Account,12-3106,No Year,No Year,12-3106 /X - Biorefinery Assistance Program Account,$40.7M,$40.7M,100.0%
Nov,2013,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$40.0M,$40.0M,100.0%
Nov,2013,Department of Agriculture,Economic Research Service,Economic Research Service,12-1701,FY2013,2013,12-1701 /13 - Economic Research Service,$26.6M,$38.6M,68.9%
Nov,2013,Department of Agriculture,Risk Management Agency,Administrative and Operating Expenses,12-2707,FY2013,2013,12-2707 /13 - Administrative and Operating Expenses,$26.7M,$36.5M,73.1%
Nov,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$34.4M,$35.9M,95.6%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$34.6M,$35.0M,98.8%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$27.8M,$30.6M,90.7%
Nov,2013,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2012-FY2013,2013,12-2900 12/13 - Salaries and Expenses,$26.4M,$29.6M,89.1%
Nov,2013,Department of Agriculture,Animal and Plant Health Inspection Service,Miscellaneous Contributed Funds,12-8226,No Year,No Year,12-8226 /X - Miscellaneous Contributed Funds,$27.0M,$28.5M,94.7%
Nov,2013,Department of Agriculture,Farm Service Agency,Emergency Forest Restoration Program,12-0171,No Year,No Year,12-0171 /X - Emergency Forest Restoration Program,$26.6M,$28.0M,95.0%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Development Insurance Fund Liquidating Account,12-4155,No Year,No Year,12-4155 /X - Rural Development Insurance Fund Liquidating Account,$26.4M,$26.4M,100.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Program Account,12-2002,No Year,No Year,12-2002 /X - Multifamily Housing Revitalization Program Account,$24.2M,$26.1M,92.7%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund Program Account,12-2081,No Year,No Year,12-2081 /X - Rural Housing Insurance Fund Program Account,$25.6M,$25.6M,100.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Mutual and Self-help Housing Grants,12-2006,No Year,No Year,12-2006 /X - Mutual and Self-help Housing Grants,$22.8M,$23.6M,96.6%
Nov,2013,Department of Agriculture,Departmental Management,Office of the Chief Information Officer,12-0013,FY2013,2013,12-0013 /13 - Office of the Chief Information Officer,$15.6M,$22.1M,70.3%
Nov,2013,Department of Agriculture,Rural Utilities Service,High Energy Cost Grants,12-2042,No Year,No Year,12-2042 /X - High Energy Cost Grants,$20.0M,$20.0M,100.0%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$19.7M,$19.7M,100.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Community Facilities Program Account,12-1951,No Year,No Year,12-1951 /X - Rural Community Facilities Program Account,$19.7M,$19.7M,100.0%
Nov,2013,Department of Agriculture,Office of the General Counsel,Office of the General Counsel,12-2300,FY2013,2013,12-2300 /13 - Office of the General Counsel,$11.6M,$19.2M,60.3%
Nov,2013,Department of Agriculture,"Grain Inspection, Packers and Stockyards Administration",Salaries and Expenses,12-2400,FY2013,2013,12-2400 /13 - Salaries and Expenses,$12.1M,$18.4M,65.9%
Nov,2013,Department of Agriculture,Agricultural Marketing Service,Perishable Agricultural Commodities Act Fund,12-5070,No Year,No Year,12-5070 /X - Perishable Agricultural Commodities Act Fund,$15.5M,$17.3M,89.5%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Renewable Energy Program Account,12-1908,No Year,No Year,12-1908 /X - Renewable Energy Program Account,$16.7M,$16.7M,100.0%
Nov,2013,Department of Agriculture,Rural Housing Service,Rural Housing Assistance Grants,12-1953,No Year,No Year,12-1953 /X - Rural Housing Assistance Grants,$11.3M,$16.6M,68.0%
Nov,2013,Department of Agriculture,Departmental Management,Departmental Administration,12-0120,FY2013,2013,12-0120 /13 - Departmental Administration,$9.6M,$14.6M,65.7%
Nov,2013,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,No Year,No Year,12-0502 /X - Extension Activities,$14.6M,$14.6M,100.0%
Nov,2013,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Liquidating Account,12-4140,No Year,No Year,12-4140 /X - Agricultural Credit Insurance Fund Liquidating Account,$13.8M,$14.4M,95.8%
Nov,2013,Department of Agriculture,Agricultural Research Service,Salaries and Expenses,12-1400,No Year,No Year,12-1400 /X - Salaries and Expenses,$14.0M,$14.3M,98.1%
Nov,2013,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,FY2013,2013,12-1230 /13 - Rural Electrification and Telecommunications Loans Program Accou,$12.2M,$12.2M,100.0%
Nov,2013,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,No Year,No Year,12-1004 /X - Farm Security and Rural Investment Programs,$12.1M,$12.1M,100.0%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Direct Loans Financing Account,12-4223,No Year,No Year,12-4223 /X - Rural Business and Industry Direct Loans Financing Account,$10.2M,$10.6M,95.6%
Nov,2013,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Guaranteed Loans Liquidating Accoun,12-4338,No Year,No Year,12-4338 /X - Commodity Credit Corporation Guaranteed Loans Liquidating Accoun,$9.7M,$10.5M,92.0%
Nov,2013,Department of Agriculture,Office of Civil Rights,Office of Civil Rights,12-3800,FY2013,2013,12-3800 /13 - Office of Civil Rights,$6.8M,$10.3M,65.6%
Nov,2013,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Loans Program Account,12-3108,No Year,No Year,12-3108 /X - Rural Economic Development Loans Program Account,$9.9M,$9.9M,100.0%
Nov,2013,Department of Agriculture,Food and Nutrition Service,"Special Supplemental Nutrition Program for Women, Infants, and C",12-3510,FY2012-FY2013,2013,"12-3510 12/13 - Special Supplemental Nutrition Program for Women, Infants, and C",$8.8M,$9.0M,98.2%
Nov,2013,Department of Agriculture,Farm Service Agency,Farm Storage Facility Loans Program Account,12-3301,No Year,No Year,12-3301 /X - Farm Storage Facility Loans Program Account,$7.8M,$7.8M,100.0%
Nov,2013,Department of Agriculture,National Institute of Food and Agriculture,Native American Institutions Endowment Fund,12-5205,No Year,No Year,12-5205 /X - Native American Institutions Endowment Fund,$7.8M,$7.8M,100.0%
Nov,2013,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,No Year,No Year,12-1002 /X - Watershed Rehabilitation Program,$7.3M,$7.3M,100.0%
Nov,2013,Department of Agriculture,National Appeals Division,National Appeals Division,12-0706,FY2013,2013,12-0706 /13 - National Appeals Division,$4.2M,$6.3M,66.7%
Nov,2013,Department of Agriculture,Office of Chief Economist,Office of the Chief Economist,12-0123,FY2013,2013,12-0123 /13 - Office of the Chief Economist,$4.1M,$5.5M,74.5%
Nov,2013,Department of Agriculture,Agricultural Research Service,Buildings and Facilities,12-1401,No Year,No Year,12-1401 /X - Buildings and Facilities,$5.2M,$5.3M,98.9%
Nov,2013,Department of Agriculture,Departmental Management,Homeland Security Staff,12-0019,FY2013,2013,12-0019 /13 - Homeland Security Staff,$2.5M,$4.9M,49.8%
Nov,2013,Department of Agriculture,Farm Service Agency,Agriculture Credit Insurance Fund Direct Loan Financing Account,12-4284,No Year,No Year,12-4284 /X - Agriculture Credit Insurance Fund Direct Loan Financing Account,$4.2M,$4.5M,94.5%
